"Group","Family","Scientific_name","Name_Status","Accepted_Name","FloraStatus","FloraPage","ConceptNum","Acronym","Scientific_name_auths"
"Monocotyledons","Orchidaceae","Habenaria obtusata","Synonym","Platanthera obtusata",,,3178,"HABOBT","Habenaria obtusata (Banks ex Pursh) Richardson "
"Monocotyledons","Orchidaceae","Habenaria saccata","Synonym","Platanthera stricta",,,3193,"HABSAC","Habenaria saccata Greene "
"Monocotyledons","Orchidaceae","Habenaria sparsiflora","Synonym","Platanthera sparsiflora",,,3191,"HABSPA","Habenaria sparsiflora S. Watson "
"Monocotyledons","Orchidaceae","Habenaria sparsiflora var. laxiflora","Synonym","Platanthera sparsiflora",,,3191,"HABSPALAX","Habenaria sparsiflora S. Watson var. laxiflora (Rydb.) Correll "
"Monocotyledons","Orchidaceae","Habenaria sparsiflora var. sparsiflora","Synonym","Platanthera sparsiflora",,,3191,"HABSPASPA","Habenaria sparsiflora S. Watson var. sparsiflora "
"Monocotyledons","Orchidaceae","Habenaria unalascensis","Synonym","Platanthera ephemerantha",,,3115,"HABUNA7PLAEPH","Habenaria unalascensis (Spreng.) S. Watson "
"Monocotyledons","Orchidaceae","Habenaria unalascensis","Synonym","Platanthera unalascensis",,,3136,"HABUNA7PLAUNA","Habenaria unalascensis (Spreng.) S. Watson "
"Monocotyledons","Orchidaceae","Habenaria unalascensis var. elata","Synonym","Platanthera elongata",,,3121,"HABUNAELA7PLAELO2","Habenaria unalascensis (Spreng.) S. Watson var. elata (Jeps.) Correll "
"Monocotyledons","Orchidaceae","Habenaria unalascensis var. elata","Synonym","Platanthera transversa",,,3135,"HABUNAELA7PLATRA","Habenaria unalascensis (Spreng.) S. Watson var. elata (Jeps.) Correll "
"Monocotyledons","Orchidaceae","Habenaria unalascensis var. elata","Synonym","Platanthera elegans",,,3120,"HABUNAELA7PLAELE2","Habenaria unalascensis (Spreng.) S. Watson var. elata (Jeps.) Correll "
"Monocotyledons","Orchidaceae","Limnorchis dilatata","Synonym","Platanthera dilatata var. dilatata",,,3152,"LIMDIL","Limnorchis dilatata (Pursh) Rydb. "
"Monocotyledons","Orchidaceae","Limnorchis leucostachys var. leucostachys","Synonym","Platanthera dilatata var. leucostachys",,,3153,"LIMLEULEU","Limnorchis leucostachys (Lindl.) Rydb. var. leucostachys "
"Monocotyledons","Orchidaceae","Limnorchis leucostachys var. robusta","Synonym","Platanthera dilatata var. leucostachys",,,3153,"LIMLEUROB","Limnorchis leucostachys (Lindl.) Rydb. var. robusta Rydb. "
"Monocotyledons","Orchidaceae","Limnorchis sparsiflora","Synonym","Platanthera sparsiflora",,,3191,"LIMSPA","Limnorchis sparsiflora (S. Watson) Rydb. "
"Monocotyledons","Orchidaceae","Limnorchis stricta","Synonym","Platanthera stricta",,,3193,"LIMSTR","Limnorchis stricta (Lindl.) Rydb. "
"Monocotyledons","Orchidaceae","Limnorchis viridiflora","Misapplied","Platanthera stricta",,,3193,"LIMVIR","Limnorchis viridiflora (Cham.) Rydb. "
"Monocotyledons","Orchidaceae","Listera banksiana","Synonym","Neottia banksiana",,,2365,"LISBAN","Listera banksiana Lindl. "
"Monocotyledons","Orchidaceae","Listera borealis","Synonym","Neottia borealis",,,4445,"LISBOR","Listera borealis Morong "
"Monocotyledons","Orchidaceae","Listera caurina","Synonym","Neottia banksiana",,,2365,"LISCAU","Listera caurina Piper "
"Monocotyledons","Orchidaceae","Listera convallarioides","Synonym","Neottia convallarioides",,,2371,"LISCON","Listera convallarioides (Sw.) Nutt. ex Elliott "
"Monocotyledons","Orchidaceae","Listera cordata","Synonym","Neottia cordata",,,2372,"LISCOR","Listera cordata (L.) R. Br. "
"Monocotyledons","Orchidaceae","Listera cordata var. cordata","Synonym","Neottia cordata",,,2372,"LISCORCOR","Listera cordata (L.) R. Br. var. cordata "
"Monocotyledons","Orchidaceae","Listera cordata var. nephrophylla","Synonym","Neottia cordata",,,2372,"LISCORNEP","Listera cordata (L.) R. Br. var. nephrophylla (Rydb.) Hultén "
"Monocotyledons","Orchidaceae","Neottia banksiana","Accepted","Neottia banksiana","Fully described","vol1, pg324",2365,"NEOBAN","Neottia banksiana Rchb.f. "
"Monocotyledons","Orchidaceae","Neottia borealis","Accepted","Neottia borealis","Fully described","vol1, pg324",4445,"NEOBOR","Neottia borealis (Morong) Szlach. "
"Monocotyledons","Orchidaceae","Neottia convallarioides","Accepted","Neottia convallarioides","Fully described","vol1, pg324",2371,"NEOCON","Neottia convallarioides (Sw.) Rich. "
"Monocotyledons","Orchidaceae","Neottia cordata","Accepted","Neottia cordata","Fully described","vol1, pg325",2372,"NEOCOR","Neottia cordata (L.) Rich. "
"Monocotyledons","Orchidaceae","Ophrys caurina","Synonym","Neottia banksiana",,,2365,"OPHCAU","Ophrys caurina (Piper) Rydb. "
"Monocotyledons","Orchidaceae","Ophrys convallarioides","Synonym","Neottia convallarioides",,,2371,"OPHCON","Ophrys convallarioides (Sw.) W. Wight "
"Monocotyledons","Orchidaceae","Ophrys cordata","Synonym","Neottia cordata",,,2372,"OPHCOR","Ophrys cordata L. "
"Monocotyledons","Orchidaceae","Peramium decipiens","Synonym","Goodyera oblongifolia",,,1963,"PERDEC","Peramium decipiens (Hook.) Piper "
"Monocotyledons","Orchidaceae","Piperia candida","Synonym","Platanthera ephemerantha",,,3115,"PIPCAN","Piperia candida Rand. Morgan & Ackerman "
"Monocotyledons","Orchidaceae","Piperia elegans","Synonym","Platanthera elegans",,,3120,"PIPELE7PLAELE2","Piperia elegans (Lindl.) Rydb. "
"Monocotyledons","Orchidaceae","Piperia elegans","Synonym","Platanthera elongata",,,3121,"PIPELE7PLAELO2","Piperia elegans (Lindl.) Rydb. "
"Monocotyledons","Orchidaceae","Piperia elegans ssp. elegans","Synonym","Platanthera elegans",,,3120,"PIPELEELE","Piperia elegans (Lindl.) Rydb. ssp. elegans "
"Monocotyledons","Orchidaceae","Piperia elongata","Synonym","Platanthera elongata",,,3121,"PIPELO","Piperia elongata Rydb. "
"Monocotyledons","Orchidaceae","Piperia maritima","Synonym","Platanthera elegans",,,3120,"PIPMAR","Piperia maritima (Greene) Rydb. "
"Monocotyledons","Orchidaceae","Piperia multiflora","Synonym","Platanthera elegans",,,3120,"PIPMUL","Piperia multiflora Rydb. "
"Monocotyledons","Orchidaceae","Piperia transversa","Synonym","Platanthera transversa",,,3135,"PIPTRA","Piperia transversa Suksd. "
"Monocotyledons","Orchidaceae","Piperia unalascensis","Synonym","Platanthera unalascensis",,,3136,"PIPUNA","Piperia unalascensis (Spreng.) Rydb. "
"Monocotyledons","Orchidaceae","Platanthera aquilonis","Accepted","Platanthera aquilonis","Fully described","vol1, pg326",5054,"PLAAQU","Platanthera aquilonis Sheviak "
"Monocotyledons","Orchidaceae","Platanthera dilatata","Accepted","Platanthera dilatata","Fully described","vol1, pg326",9782,"PLADIL","Platanthera dilatata (Pursh) Lindl. ex Beck "
"Monocotyledons","Orchidaceae","Platanthera dilatata var. albiflora","Accepted","Platanthera dilatata var. albiflora","Fully described","vol1, pg326",4883,"PLADILALB","Platanthera dilatata (Pursh) Lindl. ex Beck var. albiflora (Cham.) Ledeb. "
"Monocotyledons","Orchidaceae","Platanthera dilatata var. dilatata","Accepted","Platanthera dilatata var. dilatata","Fully described","vol1, pg327",3152,"PLADILDIL","Platanthera dilatata (Pursh) Lindl. ex Beck var. dilatata "
"Monocotyledons","Orchidaceae","Platanthera dilatata var. leucostachys","Accepted","Platanthera dilatata var. leucostachys","Fully described","vol1, pg327",3153,"PLADILLEU","Platanthera dilatata (Pursh) Lindl. ex Beck var. leucostachys (Lindl.) Luer "
"Monocotyledons","Orchidaceae","Platanthera elegans","Accepted","Platanthera elegans","Fully described","vol1, pg327",3120,"PLAELE2","Platanthera elegans Lindl. "
"Monocotyledons","Orchidaceae","Platanthera elegans ssp. elegans","Synonym","Platanthera elegans",,,3120,"PLAELEELE","Platanthera elegans Lindl. ssp. elegans "
"Monocotyledons","Orchidaceae","Platanthera elongata","Accepted","Platanthera elongata","Fully described","vol1, pg328",3121,"PLAELO2","Platanthera elongata (Rydb.) R.M. Bateman "
"Monocotyledons","Orchidaceae","Platanthera ephemerantha","Accepted","Platanthera ephemerantha","Fully described","vol1, pg328",3115,"PLAEPH","Platanthera ephemerantha R.M. Bateman "
"Monocotyledons","Orchidaceae","Platanthera huronensis","Accepted","Platanthera huronensis","Fully described","vol1, pg328",3166,"PLAHUR","Platanthera huronensis (Nutt.) Lindl. "
"Monocotyledons","Orchidaceae","Platanthera hyperborea","Synonym","Platanthera huronensis",,,3166,"PLAHYP","Platanthera hyperborea (L.) Lindl. "
"Monocotyledons","Orchidaceae","Platanthera leucostachys","Synonym","Platanthera dilatata var. leucostachys",,,3153,"PLALEU","Platanthera leucostachys Lindl. "
"Monocotyledons","Orchidaceae","Platanthera obtusata","Accepted","Platanthera obtusata","Fully described","vol1, pg328",3178,"PLAOBT","Platanthera obtusata (Banks ex Pursh) Lindl. "
"Monocotyledons","Orchidaceae","Platanthera obtusata ssp. obtusata","Synonym","Platanthera obtusata",,,3178,"PLAOBTOBT","Platanthera obtusata (Banks ex Pursh) Lindl. ssp. obtusata "
"Monocotyledons","Orchidaceae","Platanthera sparsiflora","Accepted","Platanthera sparsiflora","Fully described","vol1, pg328",3191,"PLASPA","Platanthera sparsiflora (S. Watson) Schltr. "
"Monocotyledons","Orchidaceae","Platanthera stricta","Accepted","Platanthera stricta","Fully described","vol1, pg328",3193,"PLASTR","Platanthera stricta Lindl. "
"Monocotyledons","Orchidaceae","Platanthera transversa","Accepted","Platanthera transversa","Fully described","vol1, pg329",3135,"PLATRA","Platanthera transversa (Suksd.) R.M. Bateman "
"Monocotyledons","Orchidaceae","Platanthera unalascensis","Accepted","Platanthera unalascensis","Fully described","vol1, pg329",3136,"PLAUNA","Platanthera unalascensis (Spreng.) Kurtz "
"Monocotyledons","Orchidaceae","Spiranthes porrifolia","Accepted","Spiranthes porrifolia","Fully described","vol1, pg330",3946,"SPIPOR","Spiranthes porrifolia Lindl. "
"Monocotyledons","Orchidaceae","Spiranthes romanzoffiana","Misapplied","Spiranthes stellata",,,13786,"SPIROM7SPISTE","Spiranthes romanzoffiana Cham. "
"Monocotyledons","Orchidaceae","Spiranthes romanzoffiana","Accepted","Spiranthes romanzoffiana","Fully described","vol1, pg330",3950,"SPIROM1","Spiranthes romanzoffiana Cham. "
"Monocotyledons","Orchidaceae","Spiranthes romanzoffiana var. porrifolia","Synonym","Spiranthes porrifolia",,,3946,"SPIROMPOR","Spiranthes romanzoffiana Cham. var. porrifolia (Lindl.) Ames & Correll "
"Monocotyledons","Orchidaceae","Spiranthes romanzoffiana var. romanzoffiana","Synonym","Spiranthes romanzoffiana",,,3950,"SPIROMROM7SPIROM","Spiranthes romanzoffiana Cham. var. romanzoffiana "
"Monocotyledons","Orchidaceae","Spiranthes romanzoffiana var. romanzoffiana","Misapplied","Spiranthes stellata",,,13786,"SPIROMROM7SPISTE","Spiranthes romanzoffiana Cham. var. romanzoffiana "
"Monocotyledons","Orchidaceae","Spiranthes stellata","Accepted","Spiranthes stellata","Fully described","vol1, pg330",13786,"SPISTE","Spiranthes stellata P.M. Brown, L.A. Dueck & K.M. Cameron "
"Monocotyledons","Poaceae","× Agrohordeum macounii","Synonym","× Elyhordeum macounii",,,1536,"AGRMAC","× Agrohordeum macounii (Vasey) Lepage "
"Monocotyledons","Poaceae","× Agrositanion saundersii","Synonym","Elymus × saundersii",,,12960,"AGRSAU","× Agrositanion saundersii (Vasey) Bowden "
"Monocotyledons","Poaceae","× Agrositanion saxicola","Synonym","× Pseudelymus saxicola",,,81,"AGRSAX","× Agrositanion saxicola (Scribn. & J.G. Sm.) Bowden "
"Monocotyledons","Poaceae","× Elyhordeum macounii","Accepted","× Elyhordeum macounii","Fully described","vol1, pg395",1536,"ELYMAC","× Elyhordeum macounii (Vasey) Barkworth & D.R. Dewey "
"Monocotyledons","Poaceae","× Elyhordeum stebbinsianum","Accepted","× Elyhordeum stebbinsianum","Fully described","vol1, pg396",4999,"ELYSTE","× Elyhordeum stebbinsianum (Bowden) Bowden "
"Monocotyledons","Poaceae","× Elyleymus aristatus","Accepted","× Elyleymus aristatus","Fully described","vol1, pg396",1515,"ELYARI2","× Elyleymus aristatus (Merr.) Barkworth & D.R. Dewey "
"Monocotyledons","Poaceae","× Elysitanion aristatum","Synonym","× Elyleymus aristatus",,,1515,"ELYARI","× Elysitanion aristatum (Merr.) Bowden "
"Monocotyledons","Poaceae","× Pseudelymus saxicola","Accepted","× Pseudelymus saxicola","Fully described","vol1, pg470",81,"PSESAX","× Pseudelymus saxicola (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey "
"Monocotyledons","Poaceae","Achnatherum hendersonii","Synonym","Eriocoma hendersonii",,,2863,"ACHHEN","Achnatherum hendersonii (Vasey) Barkworth "
"Monocotyledons","Poaceae","Achnatherum hymenoides","Synonym","Eriocoma hymenoides",,,2865,"ACHHYM","Achnatherum hymenoides (Roem. & Schult.) Barkworth "
"Monocotyledons","Poaceae","Achnatherum lemmonii","Synonym","Eriocoma lemmonii",,,9447,"ACHLEM","Achnatherum lemmonii (Vasey) Barkworth "
"Monocotyledons","Poaceae","Achnatherum lemmonii ssp. lemmonii","Synonym","Eriocoma lemmonii ssp. lemmonii",,,27,"ACHLEMLEM","Achnatherum lemmonii (Vasey) Barkworth ssp. lemmonii "
"Monocotyledons","Poaceae","Achnatherum nelsonii","Synonym","Eriocoma nelsonii",,,9448,"ACHNEL","Achnatherum nelsonii (Scribn.) Barkworth "
"Monocotyledons","Poaceae","Achnatherum nelsonii ssp. dorei","Synonym","Eriocoma nelsonii ssp. dorei",,,4740,"ACHNELDOR","Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & J.R. Maze) Barkworth "
"Monocotyledons","Poaceae","Achnatherum nelsonii ssp. nelsonii","Synonym","Eriocoma nelsonii ssp. nelsonii",,,3969,"ACHNELNEL","Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii "
"Monocotyledons","Poaceae","Achnatherum nevadense","Synonym","Eriocoma nevadensis",,,4751,"ACHNEV","Achnatherum nevadense (B.L. Johnson) Barkworth "
"Monocotyledons","Poaceae","Achnatherum occidentale","Synonym","Eriocoma occidentalis",,,9449,"ACHOCC","Achnatherum occidentale (Thurb.) Barkworth "
"Monocotyledons","Poaceae","Achnatherum occidentale ssp. californicum","Synonym","Eriocoma occidentalis ssp. californica",,,33,"ACHOCCCAL","Achnatherum occidentale (Thurb.) Barkworth ssp. californicum (Merr. & Burtt Davy) Barkworth "
"Monocotyledons","Poaceae","Achnatherum occidentale ssp. pubescens","Synonym","Eriocoma occidentalis ssp. pubescens",,,34,"ACHOCCPUB","Achnatherum occidentale (Thurb.) Barkworth ssp. pubescens (Vasey) Barkworth "
"Monocotyledons","Poaceae","Achnatherum pinetorum","Synonym","Eriocoma pinetorum",,,3997,"ACHPIN","Achnatherum pinetorum (M.E. Jones) Barkworth "
"Monocotyledons","Poaceae","Achnatherum richardsonii","Synonym","Eriocoma richardsonii",,,12711,"ACHRIC","Achnatherum richardsonii (Link) Barkworth "
"Monocotyledons","Poaceae","Achnatherum speciosum","Synonym","Pappostipa speciosa",,,4489,"ACHSPE","Achnatherum speciosum (Trin. & Rupr.) Barkworth "
"Monocotyledons","Poaceae","Achnatherum thurberianum","Synonym","Eriocoma thurberiana",,,4005,"ACHTHU","Achnatherum thurberianum (Piper) Barkworth "
"Monocotyledons","Poaceae","Achnatherum wallowaense","Synonym","Eriocoma wallowaensis",,,4465,"ACHWAL2","Achnatherum wallowaense J.R. Maze & K.A. Robson "
"Monocotyledons","Poaceae","Achnatherum webberi","Synonym","Eriocoma webberi",,,4010,"ACHWEB","Achnatherum webberi (Thurb.) Barkworth "
"Monocotyledons","Poaceae","Agropyron caninum","Synonym","Elymus violaceus",,,93,"AGRCAN7ELYVIO","Agropyron caninum (L.) P. Beauv. "
"Monocotyledons","Poaceae","Agropyron caninum","Synonym","Elymus trachycaulus",,,9468,"AGRCAN7ELYTRA","Agropyron caninum (L.) P. Beauv. "
"Monocotyledons","Poaceae","Agropyron caninum ssp. majus","Synonym","Elymus violaceus",,,93,"AGRCANMAJ7ELYVIO","Agropyron caninum (L.) P. Beauv. ssp. majus (Vasey) C.L. Hitchc. "
"Monocotyledons","Poaceae","Agropyron caninum ssp. majus","Synonym","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRCANMAJ7ELYTRATRA","Agropyron caninum (L.) P. Beauv. ssp. majus (Vasey) C.L. Hitchc. "
"Monocotyledons","Poaceae","Agropyron caninum var. andinum","Synonym","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRCANAND","Agropyron caninum (L.) P. Beauv. var. andinum (Scribn. & J.G. Sm.) C.L. Hitchc. "
"Monocotyledons","Poaceae","Agropyron caninum var. latiglume","Misapplied","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRCANLAT","Agropyron caninum (L.) P. Beauv. var. latiglume (Scribn. & J.G. Sm.) Pease & A.H. Moore "
"Monocotyledons","Poaceae","Agropyron caninum var. majus","Synonym","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRCANMAJ2","Agropyron caninum (L.) P. Beauv. var. majus Scribn. "
"Monocotyledons","Poaceae","Agropyron dasystachyum","Synonym","Elymus lanceolatus",,,9467,"AGRDAS","Agropyron dasystachyum (Hook.) Scribn. "
"Monocotyledons","Poaceae","Agropyron dasystachyum var. dasystachyum","Synonym","Elymus lanceolatus ssp. lanceolatus",,,52,"AGRDASDAS","Agropyron dasystachyum (Hook.) Scribn. var. dasystachyum "
"Monocotyledons","Poaceae","Agropyron dasystachyum var. riparium","Synonym","Elymus lanceolatus ssp. riparius",,,13042,"AGRDASRIP","Agropyron dasystachyum (Hook.) Scribn. var. riparium (Scribn. & J.G. Sm.) Bowden "
"Monocotyledons","Poaceae","Agropyron dasytachyum","Synonym","Elymus lanceolatus ssp. lanceolatus",,,52,"AGRDAS2","Agropyron dasytachyum (Hook.) Scribn. "
"Monocotyledons","Poaceae","Agropyron elmeri","Synonym","Pascopyrum smithii",,,85,"AGRELM","Agropyron elmeri Scribn. "
"Monocotyledons","Poaceae","Agropyron inerme","Synonym","Pseudoroegneria spicata",,,86,"AGRINE","Agropyron inerme (Scribn. & J.G. Sm.) Rydb. "
"Monocotyledons","Poaceae","Agropyron riparium","Synonym","Elymus lanceolatus ssp. riparius",,,13042,"AGRRIP","Agropyron riparium Scribn. & J.G. Sm. "
"Monocotyledons","Poaceae","Agropyron saxicola","Synonym","× Pseudelymus saxicola",,,81,"AGRSAX2","Agropyron saxicola (Scribn. & J.G. Sm.) Piper "
"Monocotyledons","Poaceae","Agropyron smithii","Synonym","Pascopyrum smithii",,,85,"AGRSMI","Agropyron smithii Rydb. "
"Monocotyledons","Poaceae","Agropyron smithii var. molle","Synonym","Pascopyrum smithii",,,85,"AGRSMIMOL","Agropyron smithii Rydb. var. molle (Scribn. & J.G. Sm.) M.E. Jones "
"Monocotyledons","Poaceae","Agropyron smithii var. smithii","Synonym","Pascopyrum smithii",,,85,"AGRSMISMI","Agropyron smithii Rydb. var. smithii "
"Monocotyledons","Poaceae","Agropyron spicatum","Synonym","Pseudoroegneria spicata",,,86,"AGRSPI","Agropyron spicatum (Pursh) Scribn. & J.G. Sm. "
"Monocotyledons","Poaceae","Agropyron spicatum var. pubescens","Synonym","Pseudoroegneria spicata",,,86,"AGRSPIPUB","Agropyron spicatum (Pursh) Scribn. & J.G. Sm. var. pubescens Elmer "
"Monocotyledons","Poaceae","Agropyron spicatum var. spicatum","Synonym","Pseudoroegneria spicata",,,86,"AGRSPISPI","Agropyron spicatum (Pursh) Scribn. & J.G. Sm. var. spicatum "
"Monocotyledons","Poaceae","Agropyron tenerum","Synonym","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRTEN2","Agropyron tenerum Vasey "
"Monocotyledons","Poaceae","Agropyron trachycaulum","Synonym","Elymus violaceus",,,93,"AGRTRA7ELYVIO","Agropyron trachycaulum (Link) Malte ex H.F. Lewis "
"Monocotyledons","Poaceae","Agropyron trachycaulum","Synonym","Elymus trachycaulus",,,9468,"AGRTRA7ELYTRA","Agropyron trachycaulum (Link) Malte ex H.F. Lewis "
"Monocotyledons","Poaceae","Agropyron trachycaulum var. latiglume","Synonym","Elymus violaceus",,,93,"AGRTRALAT","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. latiglume (Scribn. & J.G. Sm.) Beetle "
"Monocotyledons","Poaceae","Agropyron trachycaulum var. trachycaulum","Synonym","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRTRATRA","Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. trachycaulum "
"Monocotyledons","Poaceae","Agropyron violaceum var. andinum","Synonym","Elymus trachycaulus ssp. trachycaulus",,,1552,"AGRVIOAND","Agropyron violaceum (Hornem.) Lange var. andinum Scribn. & J.G. Sm. "
"Monocotyledons","Poaceae","Agropyron violaceum var. violaceum","Synonym","Elymus violaceus",,,93,"AGRVIOVIO","Agropyron violaceum (Hornem.) Lange var. violaceum "
"Monocotyledons","Poaceae","Agrostis ampla","Synonym","Agrostis exarata",,,58,"AGRAMP","Agrostis ampla Hitchc. "
"Monocotyledons","Poaceae","Agrostis blasdalei","Accepted","Agrostis blasdalei",,,14921,"AGRBLA","Agrostis blasdalei Hitchc. "
"Monocotyledons","Poaceae","Agrostis densiflora","Accepted","Agrostis densiflora","Fully described","vol1, pg351",54,"AGRDEN","Agrostis densiflora Vasey "
"Monocotyledons","Poaceae","Agrostis diegoensis","Synonym","Agrostis pallens",,,77,"AGRDIE","Agrostis diegoensis Vasey "
"Monocotyledons","Poaceae","Agrostis exarata","Accepted","Agrostis exarata","Fully described","vol1, pg351",58,"AGREXA","Agrostis exarata Trin. "
"Monocotyledons","Poaceae","Agrostis exarata ssp. exarata","Synonym","Agrostis exarata",,,58,"AGREXAEXA2","Agrostis exarata Trin. ssp. exarata "
"Monocotyledons","Poaceae","Agrostis exarata ssp. minor","Synonym","Agrostis exarata",,,58,"AGREXAMIN","Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc. "
"Monocotyledons","Poaceae","Agrostis exarata var. exarata","Synonym","Agrostis exarata",,,58,"AGREXAEXA","Agrostis exarata Trin. var. exarata "
"Monocotyledons","Poaceae","Agrostis exarata var. minor","Synonym","Agrostis exarata",,,58,"AGREXAMIN2","Agrostis exarata Trin. var. minor Hook. "
"Monocotyledons","Poaceae","Agrostis exarata var. monolepis","Synonym","Agrostis exarata",,,58,"AGREXAMON","Agrostis exarata Trin. var. monolepis (Torr.) Hitchc. "
"Monocotyledons","Poaceae","Agrostis foliosa","Synonym","Agrostis pallens",,,77,"AGRFOL","Agrostis foliosa Vasey "
"Monocotyledons","Poaceae","Agrostis hallii","Accepted","Agrostis hallii","Fully described","vol1, pg352",67,"AGRHAL","Agrostis hallii Vasey "
"Monocotyledons","Poaceae","Agrostis hallii var. hallii","Synonym","Agrostis hallii",,,67,"AGRHALHAL","Agrostis hallii Vasey var. hallii "
"Monocotyledons","Poaceae","Agrostis hallii var. pringlei","Synonym","Agrostis hallii",,,67,"AGRHALPRI","Agrostis hallii Vasey var. pringlei (Scribn.) Hitchc. "
"Monocotyledons","Poaceae","Agrostis hendersonii","Accepted","Agrostis hendersonii","Fully described","vol1, pg352",68,"AGRHEN","Agrostis hendersonii Hitchc. "
"Monocotyledons","Poaceae","Agrostis hiemalis var. geminata","Synonym","Agrostis scabra",,,82,"AGRHIEGEM","Agrostis hiemalis (Walter) Britton, Sterns & Poggenb. var. geminata (Trin.) Swallen "
"Monocotyledons","Poaceae","Agrostis hiemalis var. hiemalis","Misapplied","Agrostis scabra",,,82,"AGRHIEHIE","Agrostis hiemalis (Walter) Britton, Sterns & Poggenb. var. hiemalis "
"Monocotyledons","Poaceae","Agrostis howellii","Accepted","Agrostis howellii","Fully described","vol1, pg352",70,"AGRHOW","Agrostis howellii Scribn. "
"Monocotyledons","Poaceae","Agrostis humilis","Synonym","Podagrostis humilis",,,71,"AGRHUM","Agrostis humilis Vasey "
"Monocotyledons","Poaceae","Agrostis hyemalis","Misapplied","Agrostis scabra",,,82,"AGRHYE","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. "
"Monocotyledons","Poaceae","Agrostis idahoensis","Accepted","Agrostis idahoensis","Fully described","vol1, pg352",72,"AGRIDA","Agrostis idahoensis Nash "
"Monocotyledons","Poaceae","Agrostis lepida","Synonym","Agrostis pallens",,,77,"AGRLEP","Agrostis lepida Hitchc. "
"Monocotyledons","Poaceae","Agrostis longiligula","Synonym","Agrostis exarata",,,58,"AGRLON","Agrostis longiligula Hitchc. "
"Monocotyledons","Poaceae","Agrostis microphylla","Accepted","Agrostis microphylla","Fully described","vol1, pg353",75,"AGRMIC","Agrostis microphylla Steud. "
"Monocotyledons","Poaceae","Agrostis oregonensis","Accepted","Agrostis oregonensis","Fully described","vol1, pg353",76,"AGRORE","Agrostis oregonensis Vasey "
"Monocotyledons","Poaceae","Agrostis pallens","Accepted","Agrostis pallens","Fully described","vol1, pg354",77,"AGRPAL","Agrostis pallens Trin. "
"Monocotyledons","Poaceae","Agrostis rossae","Misapplied","Agrostis variabilis",,,96,"AGRROS","Agrostis rossae Vasey "
"Monocotyledons","Poaceae","Agrostis scabra","Accepted","Agrostis scabra","Fully described","vol1, pg354",82,"AGRSCA","Agrostis scabra Willd. "
"Monocotyledons","Poaceae","Agrostis scabra var. geminata","Synonym","Agrostis scabra",,,82,"AGRSCAGEM","Agrostis scabra Willd. var. geminata (Trin.) Hitchc. "
"Monocotyledons","Poaceae","Agrostis scabra var. scabra","Synonym","Agrostis scabra",,,82,"AGRSCASCA","Agrostis scabra Willd. var. scabra "
"Monocotyledons","Poaceae","Agrostis swalalahos","Accepted","Agrostis swalalahos",,,14865,"AGRSWA","Agrostis swalalahos Otting "
"Monocotyledons","Poaceae","Agrostis thurberiana","Synonym","Podagrostis thurberiana",,,14007,"AGRTHU","Agrostis thurberiana Hitchc. "
"Monocotyledons","Poaceae","Agrostis variabilis","Accepted","Agrostis variabilis","Fully described","vol1, pg354",96,"AGRVAR","Agrostis variabilis Rydb. "
"Monocotyledons","Poaceae","Aira atropurpurea","Synonym","Vahlodea atropurpurea",,,4742,"AIRATR","Aira atropurpurea Wahlenb. "
"Monocotyledons","Poaceae","Aira caespitosa","Synonym","Deschampsia cespitosa",,,1385,"AIRCAE","Aira caespitosa L. "
"Monocotyledons","Poaceae","Aira danthonioides","Synonym","Deschampsia danthonioides",,,1387,"AIRDAN","Aira danthonioides Trin. "
"Monocotyledons","Poaceae","Aira elongata","Synonym","Deschampsia elongata",,,1390,"AIRELO","Aira elongata Hook. "
"Monocotyledons","Poaceae","Aira holciformis","Synonym","Deschampsia cespitosa",,,1385,"AIRHOL","Aira holciformis (J. Presl) Steud. "
"Monocotyledons","Poaceae","Alopecurus aequalis","Accepted","Alopecurus aequalis",,,12810,"ALOAEQ","Alopecurus aequalis Sobol. "
"Monocotyledons","Poaceae","Alopecurus aequalis var. aequalis","Accepted","Alopecurus aequalis var. aequalis","Fully described","vol1, pg356",103,"ALOAEQAEQ","Alopecurus aequalis Sobol. var. aequalis "
"Monocotyledons","Poaceae","Alopecurus howellii","Synonym","Alopecurus saccatus",,,148,"ALOHOW","Alopecurus howellii Vasey "
"Monocotyledons","Poaceae","Alopecurus saccatus","Accepted","Alopecurus saccatus","Fully described","vol1, pg357",148,"ALOSAC","Alopecurus saccatus Vasey "
"Monocotyledons","Poaceae","Anthoxanthum hirtum","Synonym","Hierochloë odorata",,,2070,"ANTHIR","Anthoxanthum hirtum (Schrank) Y. Schouten & Veldkamp "
