Group,Family,Taxon,Origin,Field Photos,Also_known_as
Dicotyledons,Fabaceae,Astragalus drummondii,not naturalized,0,
Dicotyledons,Fabaceae,Cicer arietinum,not naturalized,0,
Dicotyledons,Fabaceae,Cytisus multiflorus,not naturalized,0,
Dicotyledons,Fabaceae,Hoita macrostachya,not naturalized,0,
Dicotyledons,Fabaceae,Laburnum anagyroides,not naturalized,0,
Dicotyledons,Fabaceae,Lathyrus nissolia,not naturalized,0,
Dicotyledons,Fabaceae,Lathyrus odoratus,not naturalized,0,
Dicotyledons,Fabaceae,Lathyrus sativus,not naturalized,0,
Dicotyledons,Fabaceae,Lathyrus vernus,not naturalized,0,
Dicotyledons,Fabaceae,Medicago falcata,not naturalized,0,Medicago sativa ssp. falcata
Dicotyledons,Fabaceae,Medicago turbinata,not naturalized,0,
Dicotyledons,Fabaceae,Ononis spinosa ssp. maritima,not naturalized,0,Ononis repens
Dicotyledons,Fabaceae,Trifolium echinatum,not naturalized,0,
Dicotyledons,Fabaceae,Trifolium tomentosum,not naturalized,0,
Dicotyledons,Fabaceae,Vicia faba,not naturalized,3,
Dicotyledons,Fabaceae,Vicia lathyroides,not naturalized,2,
Dicotyledons,Fagaceae,Quercus palustris,not naturalized,0,
Dicotyledons,Frankeniaceae,Frankenia pulverulenta,not naturalized,0,
Dicotyledons,Gentianaceae,Erythraea minima,not naturalized,0,
Dicotyledons,Gunneraceae,Gunnera tinctoria,not naturalized,0,
Dicotyledons,Haloragaceae,Myriophyllum pinnatum,not naturalized,0,
Dicotyledons,Heliotropiaceae,Heliotropium europaeum,not naturalized,0,
Dicotyledons,Heliotropiaceae,Tournefortia sibirica,not naturalized,0,Argusia sibirica
Dicotyledons,Hydrangeaceae,Hydrangea macrophylla,not naturalized,0,
Dicotyledons,Hydrophyllaceae,Emmenanthe penduliflora var. penduliflora,not naturalized,0,
Dicotyledons,Hydrophyllaceae,Nemophila maculata,not naturalized,4,
Dicotyledons,Hydrophyllaceae,Phacelia ciliata,not naturalized,0,
Dicotyledons,Hydrophyllaceae,Phacelia tanacetifolia,not naturalized,3,
Dicotyledons,Hydrophyllaceae,Pholistoma membranaceum,not naturalized,1,
Dicotyledons,Hypericaceae,Hypericum × moserianum,not naturalized,1,
Dicotyledons,Hypericaceae,Hypericum canadense,not naturalized,0,
Dicotyledons,Hypericaceae,Hypericum concinnum,not naturalized,0,
Dicotyledons,Juglandaceae,Juglans regia,not naturalized,1,
Dicotyledons,Lamiaceae,Ballota nigra ssp. foetida,not naturalized,0,Ballota nigra var. nigra
Dicotyledons,Lamiaceae,Galeopsis tetrahit var. tetrahit,not naturalized,0,
Dicotyledons,Lamiaceae,Hedeoma pulegioides,not naturalized,0,
Dicotyledons,Lamiaceae,Lallemantia peltata,not naturalized,0,
Dicotyledons,Lamiaceae,Lamium maculatum,not naturalized,1,
Dicotyledons,Lamiaceae,Lavandula angustifolia,not naturalized,0,
Dicotyledons,Lamiaceae,Leonurus cardiaca,not naturalized,3,Leonurus cardiaca ssp. cardiaca
Dicotyledons,Lamiaceae,Lycopus europaeus,not naturalized,0,
Dicotyledons,Lamiaceae,Mentha × villosa var. alopecuroides,not naturalized,0,Mentha alopecuroides
Dicotyledons,Lamiaceae,Mentha longifolia,not naturalized,0,
Dicotyledons,Lamiaceae,Moluccella laevis,not naturalized,0,
Dicotyledons,Lamiaceae,Pycnanthemum californicum,not naturalized,0,
Dicotyledons,Lamiaceae,Rosmarinus officinalis,not naturalized,0,
Dicotyledons,Lamiaceae,Salvia reflexa,not naturalized,0,
Dicotyledons,Lamiaceae,Salvia sonomensis,not naturalized,0,
Dicotyledons,Lamiaceae,Stachys arvensis,not naturalized,0,
Dicotyledons,Lamiaceae,Stachys byzantina,not naturalized,4,
Dicotyledons,Lamiaceae,Thymus serpyllum,not naturalized,0,Thymus praecox ssp. arcticus
Dicotyledons,Lamiaceae,Trichostema lanatum,not naturalized,0,
Dicotyledons,Malvaceae,Alcea rosea,not naturalized,3,
Dicotyledons,Malvaceae,Callirhoe involucrata,not naturalized,4,Callirhoe involucrata var. involucrata
Dicotyledons,Malvaceae,Fremontodendron californicum,not naturalized,3,
Dicotyledons,Malvaceae,Malva parviflora,not naturalized,3,Malva borealis
Dicotyledons,Malvaceae,Malva pusilla,not naturalized,1,Malva rotundifolia
Dicotyledons,Malvaceae,Sidalcea diploscypha,not naturalized,4,
Dicotyledons,Malvaceae,Sidalcea hirsuta,not naturalized,4,
Dicotyledons,Martyniaceae,Proboscidea louisianica,not naturalized,3,Proboscidea louisianica ssp. louisianica
Dicotyledons,Moraceae,Fatoua villosa,not naturalized,0,
Dicotyledons,Myricaceae,Myrica hartwegii,not naturalized,3,
Dicotyledons,Nitrariaceae,Peganum harmala,not naturalized,0,
Dicotyledons,Nyctaginaceae,Mirabilis greenei,not naturalized,0,
Dicotyledons,Nyctaginaceae,Mirabilis jalapa,not naturalized,2,
Dicotyledons,Oleaceae,Ligustrum sinense,not naturalized,0,
Dicotyledons,Oleaceae,Syringa vulgaris,not naturalized,3,
Dicotyledons,Onagraceae,Epilobium leptophyllum,not naturalized,0,Epilobium palustre var. gracile
Dicotyledons,Orobanchaceae,Castilleja exserta ssp. exserta,not naturalized,0,
Dicotyledons,Oxalidaceae,Oxalis albicans,not naturalized,0,
Dicotyledons,Oxalidaceae,Oxalis debilis var. corymbosa,not naturalized,4,
Dicotyledons,Oxalidaceae,Oxalis incarnata,not naturalized,3,
Dicotyledons,Oxalidaceae,Oxalis pes-caprae,not naturalized,3,
Dicotyledons,Papaveraceae,Chelidonium majus,not naturalized,0,
Dicotyledons,Papaveraceae,Corydalis lutea,not naturalized,3,
Dicotyledons,Papaveraceae,Dendromecon rigida,not naturalized,4,
Dicotyledons,Papaveraceae,Fumaria vaillantii,not naturalized,0,
Dicotyledons,Papaveraceae,Papaver somniferum,not naturalized,4,
Dicotyledons,Plantaginaceae,Linaria grandiflora,not naturalized,0,
Dicotyledons,Plantaginaceae,Linaria purpurea,not naturalized,1,
Dicotyledons,Plantaginaceae,Linaria triornithophora,not naturalized,0,
Dicotyledons,Plantaginaceae,Nuttallanthus canadensis,not naturalized,0,
Dicotyledons,Plantaginaceae,Plantago aristata,not naturalized,0,
Dicotyledons,Plantaginaceae,Plantago pusilla,not naturalized,0,
Dicotyledons,Plantaginaceae,Plantago virginica,not naturalized,0,
Dicotyledons,Plantaginaceae,Veronica agrestis,not naturalized,0,
Dicotyledons,Plantaginaceae,Veronica argute-serrata,not naturalized,0,
Dicotyledons,Plantaginaceae,Veronica longifolia,not naturalized,0,Pseudolysimachion longifolium
Dicotyledons,Plantaginaceae,Veronica triphyllos,not naturalized,0,
Dicotyledons,Plantaginaceae,Veronica undulata,not naturalized,0,
Dicotyledons,Platanaceae,Platanus × hispanica,not naturalized,0,
Dicotyledons,Polemoniaceae,Navarretia mellita,not naturalized,0,
Dicotyledons,Polygonaceae,Fagopyrum esculentum,not naturalized,0,
Dicotyledons,Polygonaceae,Fallopia baldschuanica,not naturalized,0,Polygonum baldschuanicum
Dicotyledons,Polygonaceae,Persicaria orientalis,not naturalized,0,Polygonum orientale
Dicotyledons,Polygonaceae,Persicaria perfoliata,not naturalized,0,Polygonum perfoliatum
Dicotyledons,Polygonaceae,Rumex californicus,not naturalized,0,Rumex salicifolius var. denticulatus
Dicotyledons,Polygonaceae,Rumex dentatus,not naturalized,0,
Dicotyledons,Primulaceae,Cyclamen hederifolium,not naturalized,1,
Dicotyledons,Primulaceae,Cyclamen purpurascens,not naturalized,2,
Dicotyledons,Primulaceae,Lysimachia hybrida,not naturalized,0,Steironema laevigatum
Dicotyledons,Primulaceae,Lysimachia punctata,not naturalized,3,
Dicotyledons,Primulaceae,Lysimachia vulgaris,not naturalized,3,
Dicotyledons,Primulaceae,Samolus parviflorus,not naturalized,0,
Dicotyledons,Ranunculaceae,Clematis lasiantha,not naturalized,0,
Dicotyledons,Ranunculaceae,Clematis orientalis,not naturalized,0,
Dicotyledons,Ranunculaceae,Eranthis hyemalis,not naturalized,0,
Dicotyledons,Ranunculaceae,Ranunculus bulbosus,not naturalized,0,
Dicotyledons,Resedaceae,Reseda lutea,not naturalized,3,
Dicotyledons,Resedaceae,Reseda luteola,not naturalized,0,
Dicotyledons,Rhamnaceae,Ceanothus gloriosus,not naturalized,4,
Dicotyledons,Rhamnaceae,Ceanothus lemmonii,not naturalized,1,
Dicotyledons,Rhamnaceae,Ceanothus palmeri,not naturalized,0,
Dicotyledons,Rhamnaceae,Rhamnus californica ssp. tomentella,not naturalized,0,
Dicotyledons,Rosaceae,× Amelasorbus jackii,not naturalized,0,
Dicotyledons,Rosaceae,Adenostoma fasciculatum var. fasciculatum,not naturalized,0,
Dicotyledons,Rosaceae,Cotoneaster × suecicus,not naturalized,0,
Dicotyledons,Rosaceae,Cotoneaster fangianus,not naturalized,0,
Dicotyledons,Rosaceae,Cotoneaster hjelmqvistii,not naturalized,0,
Dicotyledons,Rosaceae,Crataegus heterophylla,not naturalized,0,
Dicotyledons,Rosaceae,Drymocallis arguta,not naturalized,0,
Dicotyledons,Rosaceae,Heteromeles salicifolia,not naturalized,4,Heteromeles arbutifolia
Dicotyledons,Rosaceae,Malus hupehensis,not naturalized,0,
Dicotyledons,Rosaceae,Malus prunifolia,not naturalized,0,
Dicotyledons,Rosaceae,Photinia × fraseri,not naturalized,0,
Dicotyledons,Rosaceae,Potentilla anglica,not naturalized,0,
Dicotyledons,Rosaceae,Potentilla reptans,not naturalized,0,
Dicotyledons,Rosaceae,Prunus armeniaca,not naturalized,0,
Dicotyledons,Rosaceae,Prunus cerasus,not naturalized,0,
Dicotyledons,Rosaceae,Prunus dulcis,not naturalized,0,
Dicotyledons,Rosaceae,Prunus persica,not naturalized,0,Prunus persica var. persica
Dicotyledons,Rosaceae,Prunus pumila var. besseyi,not naturalized,0,
Dicotyledons,Rosaceae,Prunus serotina var. serotina,not naturalized,0,
Dicotyledons,Rosaceae,Pyracantha koidzumii,not naturalized,0,
Dicotyledons,Rosaceae,Pyrus pashia,not naturalized,0,
Dicotyledons,Rosaceae,Spiraea tomentosa,not naturalized,0,Spiraea tomentosa var. rosea
Dicotyledons,Rubiaceae,Asperula orientalis,not naturalized,0,
Dicotyledons,Rubiaceae,Crucianella angustifolia,not naturalized,0,
Dicotyledons,Rubiaceae,Galium murale,not naturalized,0,
Dicotyledons,Rubiaceae,Galium palustre,not naturalized,0,
Dicotyledons,Rubiaceae,Rubia tinctorum,not naturalized,0,Rubia tinctoria
Dicotyledons,Rutaceae,Ptelea crenulata,not naturalized,0,
Dicotyledons,Salicaceae,Populus fremontii ssp. fremontii,not naturalized,0,
Dicotyledons,Sapindaceae,Acer ginnala,not naturalized,0,
Dicotyledons,Sapindaceae,Acer saccharum,not naturalized,0,
Dicotyledons,Sapindaceae,Aesculus glabra var. glabra,not naturalized,3,
Dicotyledons,Saxifragaceae,Saxifraga tridactylites,not naturalized,0,
Dicotyledons,Scrophulariaceae,Verbascum phlomoides,not naturalized,0,
Dicotyledons,Scrophulariaceae,Verbascum speciosum,not naturalized,0,
Dicotyledons,Solanaceae,Calibrachoa parviflora,not naturalized,0,Petunia parviflora
Dicotyledons,Solanaceae,Datura quercifolia,not naturalized,0,Datura ferox
Dicotyledons,Solanaceae,Lycium chinense,not naturalized,0,
Dicotyledons,Solanaceae,Nicotiana rustica,not naturalized,0,
Dicotyledons,Solanaceae,Physalis grisea,not naturalized,0,Physalis pubescens
Dicotyledons,Solanaceae,Physalis heterophylla,not naturalized,0,Physalis heterophylla var. heterophylla
Dicotyledons,Solanaceae,Physalis philadelphica,not naturalized,0,Physalis ixocarpa
Dicotyledons,Solanaceae,Solanum aviculare,not naturalized,0,
Dicotyledons,Solanaceae,Solanum carolinense,not naturalized,3,
Dicotyledons,Solanaceae,Solanum elaeagnifolium,not naturalized,3,
Dicotyledons,Solanaceae,Solanum sisymbriifolium,not naturalized,0,
Dicotyledons,Solanaceae,Solanum tuberosum,not naturalized,0,
Dicotyledons,Styracaceae,Styrax officinalis var. redivivus,not naturalized,2,Styrax redivivus
Dicotyledons,Tropaeolaceae,Tropaeolum majus,not naturalized,0,
Dicotyledons,Ulmaceae,Ulmus × hollandica,not naturalized,0,
Dicotyledons,Ulmaceae,Ulmus minor,not naturalized,4,Ulmus procera
Dicotyledons,Ulmaceae,Ulmus parvifolia,not naturalized,0,
Dicotyledons,Urticaceae,Urtica dioica ssp. dioica,not naturalized,2,
Dicotyledons,Valerianaceae,Valerianella dentata,not naturalized,0,
Dicotyledons,Verbenaceae,Phyla nodiflora,not naturalized,2,Phyla nodiflora var. nodiflora
Dicotyledons,Verbenaceae,Verbena brasiliensis,not naturalized,0,Verbena litoralis
Dicotyledons,Verbenaceae,Verbena incompta,not naturalized,0,
Dicotyledons,Verbenaceae,Verbena officinalis,not naturalized,0,Verbena officinalis var. officinalis
Dicotyledons,Viburnaceae,Viburnum lentago,not naturalized,0,
Dicotyledons,Viburnaceae,Viburnum plicatum,not naturalized,3,
Dicotyledons,Violaceae,Viola riviniana,not naturalized,0,
Dicotyledons,Vitaceae,Vitis × labruscana,not naturalized,0,
Dicotyledons,Vitaceae,Vitis riparia,not naturalized,2,
Gymnosperms,Cupressaceae,Hesperocyparis sargentii,not naturalized,0,Callitropsis sargentii
Gymnosperms,Cupressaceae,Juniperus chinensis,not naturalized,0,
Gymnosperms,Cupressaceae,Taxodium distichum var. distichum,not naturalized,0,
Gymnosperms,Pinaceae,Pinus monophylla,not naturalized,1,
Monocotyledons,Acoraceae,Acorus americanus,not naturalized,0,
Monocotyledons,Alismataceae,Sagittaria graminea ssp. graminea,not naturalized,0,
Monocotyledons,Alismataceae,Sagittaria platyphylla,not naturalized,0,
Monocotyledons,Amaryllidaceae,Allium ampeloprasum,not naturalized,2,
Monocotyledons,Amaryllidaceae,Allium membranaceum,not naturalized,0,
Monocotyledons,Amaryllidaceae,Allium nigrum,not naturalized,0,
Monocotyledons,Amaryllidaceae,Amaryllis belladonna,not naturalized,2,
Monocotyledons,Amaryllidaceae,Narcissus × incomparabilis,not naturalized,0,
Monocotyledons,Amaryllidaceae,Narcissus × odorus,not naturalized,0,
Monocotyledons,Amaryllidaceae,Narcissus tazetta,not naturalized,1,
Monocotyledons,Araceae,Dracunculus vulgaris,not naturalized,4,
Monocotyledons,Araceae,Pistia stratiotes,not naturalized,4,
Monocotyledons,Asparagaceae,Brodiaea minor,not naturalized,2,
Monocotyledons,Asparagaceae,Dichelostemma volubile,not naturalized,0,
Monocotyledons,Asparagaceae,Hyacinthoides × massartiana,not naturalized,0,Hyacinthoides × variabilis
Monocotyledons,Asparagaceae,Muilla transmontana,not naturalized,0,
Monocotyledons,Asparagaceae,Muscari comosum,not naturalized,0,Hyacinthus comosus
Monocotyledons,Asparagaceae,Ornithogalum nutans,not naturalized,0,
Monocotyledons,Asparagaceae,Ornithogalum umbellatum,not naturalized,4,
Monocotyledons,Butomaceae,Butomus umbellatus,not naturalized,0,
Monocotyledons,Commelinaceae,Murdannia keisak,not naturalized,0,
Monocotyledons,Cyperaceae,Bolboschoenus glaucus,not naturalized,0,Scirpus glaucus
Monocotyledons,Cyperaceae,Carex buchananii,not naturalized,2,
Monocotyledons,Cyperaceae,Carex chordorrhiza,not naturalized,0,
Monocotyledons,Cyperaceae,Carex comans,not naturalized,2,
Monocotyledons,Cyperaceae,Carex hirta,not naturalized,0,
Monocotyledons,Cyperaceae,Carex kobomugi,not naturalized,4,
Monocotyledons,Cyperaceae,Carex longii,not naturalized,0,
Monocotyledons,Cyperaceae,Carex mesochorea,not naturalized,0,
Monocotyledons,Cyperaceae,Carex pumila,not naturalized,0,
Monocotyledons,Cyperaceae,Carex tribuloides var. tribuloides,not naturalized,0,
Monocotyledons,Cyperaceae,Cyperus aggregatus,not naturalized,0,
Monocotyledons,Cyperaceae,Cyperus fuscus,not naturalized,0,
Monocotyledons,Cyperaceae,Cyperus odoratus,not naturalized,0,
Monocotyledons,Cyperaceae,Cyperus schweinitzii,not naturalized,0,
Monocotyledons,Cyperaceae,Eleocharis quadrangulata,not naturalized,0,
Monocotyledons,Cyperaceae,Schoenoplectus × kuekenthalianus,not naturalized,0,Scirpus × kuekenthalianus
Monocotyledons,Cyperaceae,Scirpus atrocinctus,not naturalized,0,
Monocotyledons,Iridaceae,Gladiolus communis,not naturalized,0,
Monocotyledons,Iridaceae,Iris germanica,not naturalized,0,
Monocotyledons,Iridaceae,Iris orientalis,not naturalized,0,
Monocotyledons,Iridaceae,Iris tenuissima,not naturalized,0,Iris tenuissima ssp. tenuissima
Monocotyledons,Iridaceae,Romulea rosea var. australis,not naturalized,0,
Monocotyledons,Juncaceae,Juncus bufonius var. congestus,not naturalized,0,
Monocotyledons,Juncaceae,Juncus bulbosus,not naturalized,1,Juncus supinus
Monocotyledons,Juncaceae,Juncus capitatus,not naturalized,0,
Monocotyledons,Juncaceae,Juncus compressus,not naturalized,0,
Monocotyledons,Juncaceae,Juncus conglomeratus,not naturalized,0,Juncus effusus var. conglomeratus
Monocotyledons,Juncaceae,Juncus ranarius,not naturalized,0,
Monocotyledons,Juncaginaceae,Triglochin palustris,not naturalized,0,
Monocotyledons,Liliaceae,Fritillaria eastwoodiae,not naturalized,3,
Monocotyledons,Liliaceae,Fritillaria purdyi,not naturalized,3,
Monocotyledons,Melanthiaceae,Trillium cuneatum,not naturalized,0,
Monocotyledons,Melanthiaceae,Veratrum fimbriatum,not naturalized,3,
Monocotyledons,Poaceae,× Aegilotriticum sancti-andreae,not naturalized,0,Aegilops cylindrica × Triticum aestivum
Monocotyledons,Poaceae,× Agropogon lutosus,not naturalized,0,× Agropogon littoralis
Monocotyledons,Poaceae,× Schedololium holmbergii,not naturalized,0,
Monocotyledons,Poaceae,Agropyron fragile,not naturalized,3,
Monocotyledons,Poaceae,Agrostis × murbeckii,not naturalized,0,Agrostis stolonifera × Agrostis tenuis
Monocotyledons,Poaceae,Agrostis canina,not naturalized,0,
Monocotyledons,Poaceae,Alopecurus myosuroides,not naturalized,0,
Monocotyledons,Poaceae,Amelichloa caudata,not naturalized,0,Stipa litoralis
Monocotyledons,Poaceae,Aristida adscensionis,not naturalized,0,Aristida interrupta
Monocotyledons,Poaceae,Arthraxon hispidus,not naturalized,0,
Monocotyledons,Poaceae,Arundo donax,not naturalized,4,
Monocotyledons,Poaceae,Bouteloua dactyloides,not naturalized,0,
Monocotyledons,Poaceae,Bouteloua gracilis,not naturalized,0,
Monocotyledons,Poaceae,Brachypodium distachyon,not naturalized,0,
Monocotyledons,Poaceae,Brachypodium pinnatum,not naturalized,0,
Monocotyledons,Poaceae,Briza media,not naturalized,0,
Monocotyledons,Poaceae,Bromus catharticus var. catharticus,not naturalized,1,
Monocotyledons,Poaceae,Bromus madritensis,not naturalized,0,Bromus madritensis ssp. madritensis
Monocotyledons,Poaceae,Chloris radiata,not naturalized,0,
Monocotyledons,Poaceae,Cladoraphis cyperoides,not naturalized,0,Eragrostis cyperoides
Monocotyledons,Poaceae,Cynodon × magennisii,not naturalized,0,Cynodon dactylon × Cynodon transvaalensis
Monocotyledons,Poaceae,Desmazeria rigida,not naturalized,0,Catapodium rigidum
Monocotyledons,Poaceae,Dichanthelium commutatum var. commutatum,not naturalized,0,
Monocotyledons,Poaceae,Diplachne fusca ssp. uninervia,not naturalized,0,Leptochloa fusca ssp. uninervia
Monocotyledons,Poaceae,Echinochloa colona,not naturalized,0,
Monocotyledons,Poaceae,Echinochloa crus-pavonis var. crus-pavonis,not naturalized,0,
Monocotyledons,Poaceae,Eleusine indica,not naturalized,3,
Monocotyledons,Poaceae,Eleusine tristachya,not naturalized,0,
Monocotyledons,Poaceae,Elymus ciliaris,not naturalized,0,
Monocotyledons,Poaceae,Elymus tsukushiensis,not naturalized,0,
Monocotyledons,Poaceae,Eragrostis pectinacea var. miserrima,not naturalized,0,
Monocotyledons,Poaceae,Eragrostis pilosa var. pilosa,not naturalized,0,Eragrostis multicaulis
Monocotyledons,Poaceae,Festuca filiformis,not naturalized,2,Festuca ovina var. capillata
Monocotyledons,Poaceae,Festuca rubra ssp. fallax,not naturalized,0,Festuca rubra var. megastachys
Monocotyledons,Poaceae,Glyceria canadensis var. canadensis,not naturalized,0,
Monocotyledons,Poaceae,Hordeum vulgare ssp. vulgare,not naturalized,1,Hordeum vulgare var. trifurcatum
Monocotyledons,Poaceae,Lagurus ovatus,not naturalized,0,
Monocotyledons,Poaceae,Leymus × multiflorus,not naturalized,0,Elymus × gouldii
Monocotyledons,Poaceae,Leymus condensatus,not naturalized,2,Elymus condensatus
Monocotyledons,Poaceae,Lolium × hybridum,not naturalized,0,Lolium multiflorum × Lolium perenne
Monocotyledons,Poaceae,Lolium rigidum,not naturalized,0,Lolium subulatum
Monocotyledons,Poaceae,Lolium temulentum ssp. temulentum,not naturalized,0,Festuca temulenta
Monocotyledons,Poaceae,Miscanthus sinensis,not naturalized,0,
Monocotyledons,Poaceae,Muhlenbergia mexicana var. mexicana,not naturalized,0,
Monocotyledons,Poaceae,Muhlenbergia uniflora,not naturalized,0,
Monocotyledons,Poaceae,Panicum rigidulum ssp. rigidulum,not naturalized,4,Coleataenia rigidula ssp. rigidula
Monocotyledons,Poaceae,Panicum virgatum,not naturalized,0,
Monocotyledons,Poaceae,Parapholis incurva,not naturalized,0,Lepturus incurvatus
Monocotyledons,Poaceae,Pennisetum orientale,not naturalized,0,
Monocotyledons,Poaceae,Pennisetum villosum,not naturalized,0,
Monocotyledons,Poaceae,Phalaris caroliniana,not naturalized,0,
Monocotyledons,Poaceae,Phalaris minor,not naturalized,0,
Monocotyledons,Poaceae,Phleum arenarium,not naturalized,0,
Monocotyledons,Poaceae,Phleum paniculatum,not naturalized,0,
Monocotyledons,Poaceae,Phleum subulatum,not naturalized,0,Phleum bellardi
Monocotyledons,Poaceae,Poa pratensis ssp. irrigata,not naturalized,0,
Monocotyledons,Poaceae,Polypogon australis,not naturalized,0,
Monocotyledons,Poaceae,Polypogon fugax,not naturalized,0,
Monocotyledons,Poaceae,Polypogon maritimus,not naturalized,0,
Monocotyledons,Poaceae,Polypogon viridis,not naturalized,0,Agrostis semiverticillata
Monocotyledons,Poaceae,Pseudosasa japonica,not naturalized,0,
Monocotyledons,Poaceae,Puccinellia simplex,not naturalized,4,
Monocotyledons,Poaceae,Rytidosperma biannulare,not naturalized,0,Rytidosperma semiannulare
Monocotyledons,Poaceae,Secale cereale × Secale strictum,not naturalized,0,Secale cereale × Secale montanum
Monocotyledons,Poaceae,Secale strictum,not naturalized,0,Secale montanum
Monocotyledons,Poaceae,Setaria faberi,not naturalized,4,
Monocotyledons,Poaceae,Setaria parviflora,not naturalized,0,Setaria geniculata
Monocotyledons,Poaceae,Setaria pumila ssp. pallidefusca,not naturalized,0,
Monocotyledons,Poaceae,Setaria viridis var. major,not naturalized,0,
Monocotyledons,Poaceae,Spartina densiflora,not naturalized,0,
Monocotyledons,Poaceae,Sporobolus indicus,not naturalized,3,Sporobolus elongatus
Monocotyledons,Poaceae,Thinopyrum junceum,not naturalized,0,Thinopyrum junceiforme
Monocotyledons,Poaceae,Thinopyrum pycnanthum,not naturalized,0,Agropyron junceum
Monocotyledons,Poaceae,Urochloa mutica,not naturalized,0,Brachiaria mutica
Monocotyledons,Poaceae,Zea mays ssp. mays,not naturalized,1,
Monocotyledons,Pontederiaceae,Eichhornia crassipes,not naturalized,3,
Monocotyledons,Xanthorrhoeaceae,Hemerocallis fulva,not naturalized,2,
Monocotyledons,Xanthorrhoeaceae,Hemerocallis minor,not naturalized,0,
Monocotyledons,Xanthorrhoeaceae,Kniphofia uvaria,not naturalized,0,
Pteridophytes,Aspleniaceae,Asplenium bulbiferum,not naturalized,0,
Pteridophytes,Cyatheaceae,Sphaeropteris cooperi,not naturalized,2,
