Version,Family,Scientific name,Previously,As of the stated version,Date,,,,,,
v 1.6,Orobanchaceae,Orobanche californica ssp. jepsonii,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Orobanchaceae,Orobanche parishii,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Oxalidaceae,Oxalis pes-caprae,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Plantaginaceae,Callitriche brutia var. hamulata,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Plantaginaceae,Callitriche stenoptera,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Plantaginaceae,Penstemon janishiae,Excluded,Accepted,27-Apr-16,,,,,,
v 1.6,Plantaginaceae,Veronica biloba,Excluded,Accepted,27-Apr-16,,,,,,
v 1.6,Poaceae,Agrostis elliottiana,Accepted,Excluded,27-Apr-16,,,,,,
v 1.6,Poaceae,Pennisetum villosum,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Poaceae,Thinopyrum junceum,Excluded,Accepted,27-Apr-16,,,,,,
v 1.6,Primulaceae,Anagallis arvensis,Accepted,Synonym of Lysimachia arvensis,27-Apr-16,,,,,,
v 1.6,Primulaceae,Centunculus minimus,Accepted,Synonym of Lysimachia minima,27-Apr-16,,,,,,
v 1.6,Primulaceae,Glaux maritima,Accepted,Synonym of Lysimachia maritima,27-Apr-16,,,,,,
v 1.6,Primulaceae,Lysimachia arvensis,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Primulaceae,Lysimachia europaea,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Primulaceae,Lysimachia latifolia,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Primulaceae,Lysimachia maritima,Synonym of Glaux maritima,Accepted,27-Apr-16,,,,,,
v 1.6,Primulaceae,Lysimachia minima,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Primulaceae,Trientalis europaea ssp. arctica,Accepted,Synonym of Lysimachia europaea,27-Apr-16,,,,,,
v 1.6,Primulaceae,Trientalis latifolia,Accepted,Synonym of Lysimachia latifolia,27-Apr-16,,,,,,
v 1.6,Pteridaceae,Adiantum shastense,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Rosaceae,Amelanchier pallida,Synonym of Amelanchier utahensis,Accepted,27-Apr-16,,,,,,
v 1.6,Rosaceae,Fragaria × ananassa ssp. ananassa,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Rosaceae,Heteromeles arbutifolia,Accepted,Synonym of Heteromeles salicifolia,27-Apr-16,,,,,,
v 1.6,Rosaceae,Heteromeles salicifolia,Synonym of Heteromeles arbutifolia,Accepted,27-Apr-16,,,,,,
v 1.6,Rubiaceae,Galium palustre,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Sapindaceae,Acer saccharum,Synonym of,Accepted,27-Apr-16,,,,,,
v 1.6,Solanaceae,Lycium chinense,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.6,Taxaceae,Torreya californica,Accepted,Excluded,27-Apr-16,,,,,,
v 1.6,Valerianaceae,Valerianella eriocarpa,Under evaluation,Accepted,27-Apr-16,,,,,,
v 1.5,Alismataceae,Sagittaria platyphylla,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Amaranthaceae,Chenopodium incanum var. occidentale,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Apiaceae,Cymopterus acaulis,Accepted,Synonym of Cymopterus glomeratus,12-May-15,,,,,,
v 1.5,Apiaceae,Cymopterus acaulis var. acaulis,Accepted,Synonym of Cymopterus glomeratus,12-May-15,,,,,,
v 1.5,Apiaceae,Cymopterus acaulis var. greeleyorum,Accepted,Synonym of Cymopterus glomeratus,12-May-15,,,,,,
v 1.5,Apiaceae,Cymopterus glomeratus,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Apiaceae,Lomatium pastorale,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Apiaceae,Torilis leptophylla,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Apocynaceae,Asclepias solanoana,Excluded,Accepted,12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea coronaria,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea coronaria ssp. coronaria,Accepted,Synonym of Brodiaea coronaria,12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea elegans,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea elegans ssp. elegans,Accepted,Synonym of Brodiaea elegans,12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea elegans ssp. hooveri,Accepted,Synonym of Brodiaea elegans,12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea terrestris,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Asparagaceae,Brodiaea terrestris ssp. terrestris,Accepted,Synonym of Brodiaea terrestris,12-May-15,,,,,,
v 1.5,Asparagaceae,Chlorogalum pomeridianum,Accepted (terminal),Accepted (not terminal),12-May-15,,,,,,
v 1.5,Asparagaceae,Chlorogalum pomeridianum ssp. austrooreganum,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Asparagaceae,Chlorogalum pomeridianum var. minus,Synonym of Chlorogalum pomeridianum,Accepted,12-May-15,,,,,,
v 1.5,Asparagaceae,Chlorogalum pomeridianum var. pomeridianum,Synonym of Chlorogalum pomeridianum,Accepted,12-May-15,,,,,,
v 1.5,Asparagaceae,Triteleia ixioides,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Asparagaceae,Triteleia ixioides ssp. anilina,Accepted,Synonym of Triteleia ixioides,12-May-15,,,,,,
v 1.5,Asparagaceae,Triteleia ixioides ssp. scabra,Accepted,Synonym of Triteleia ixioides,12-May-15,,,,,,
v 1.5,Asteraceae,Erechtites glomeratus,Accepted,Synonym of Senecio glomeratus,12-May-15,,,,,,
v 1.5,Asteraceae,Erechtites minima,Accepted,Synonym of Senecio minimus,12-May-15,,,,,,
v 1.5,Asteraceae,Gamochaeta ustulata,Synonym of Gnaphalium purpureum,Accepted,12-May-15,,,,,,
v 1.5,Asteraceae,Gnaphalium purpureum,Accepted,Synonym of Gamochaeta ustulata,12-May-15,,,,,,
v 1.5,Asteraceae,Helenium autumnale,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Asteraceae,Helenium autumnale var. grandiflorum,Accepted,Synonym of Helenium autumnale,12-May-15,,,,,,
v 1.5,Asteraceae,Helenium autumnale var. montanum,Accepted,Synonym of Helenium autumnale,12-May-15,,,,,,
v 1.5,Asteraceae,Rudbeckia alpicola,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Asteraceae,Senecio glomeratus,Synonym of Erechtites glomeratus,Accepted,12-May-15,,,,,,
v 1.5,Asteraceae,Senecio minimus,Synonym of Erechtites minima,Accepted,12-May-15,,,,,,
v 1.5,Asteraceae,Symphyotrichum bracteolatum,Synonym of Symphyotrichum eatonii,Accepted,12-May-15,,,,,,
v 1.5,Asteraceae,Symphyotrichum eatonii,Accepted,Synonym of Symphyotrichum bracteolatum,12-May-15,,,,,,
v 1.5,Asteraceae,Xanthium strumarium,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Asteraceae,Xanthium strumarium var. canadense,Accepted,Synonym of Xanthium strumarium,12-May-15,,,,,,
v 1.5,Asteraceae,Xanthium strumarium var. glabratum,Accepted,Synonym of Xanthium strumarium,12-May-15,,,,,,
v 1.5,Athyriaceae,Athyrium alpestre var. americanum,Accepted,Synonym of Athyrium distentifolium var. americanum,12-May-15,,,,,,
v 1.5,Athyriaceae,Athyrium filix-femina (L.) Mert. var. californicum,Accepted,Synonym of Athyrium filix-femina var. cyclosorum,12-May-15,,,,,,
v 1.5,Boraginaceae,Cryptantha micrantha,Accepted,Synonym of Eremocarya micrantha,12-May-15,,,,,,
v 1.5,Boraginaceae,Eremocarya micrantha,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Boraginaceae,Lappula montana,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Brassicaceae,Descurainia incisa ssp. viscosa,Accepted,Synonym of Descurainia incisa ssp. incisa,12-May-15,,,,,,
v 1.5,Caryophyllaceae,Silene campanulata ssp. campanulata,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Cupressaceae,Juniperus communis var. jackii,Synonym of Juniperus jackii,Accepted,12-May-15,,,,,,
v 1.5,Cupressaceae,Juniperus jackii,Accepted,Synonym of Juniperus communis var. jackii,12-May-15,,,,,,
v 1.5,Cyperaceae,Carex minicaulis,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Elaeagnaceae,Elaeagnus commutata,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Ericaceae,Arctostaphylos mewukka ssp. mewukka,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Fabaceae,Pueraria montana,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Fabaceae,Pueraria montana var. lobata,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Iridaceae,Iris × thompsonii,Synonym of Iris douglasiana × Iris innominata,Accepted,12-May-15,,,,,,
v 1.5,Iridaceae,Iris douglasiana × Iris innominata,Accepted,Synonym of Iris × thompsonii,12-May-15,,,,,,
v 1.5,Iridaceae,Iris tenuissima,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Juncaceae,Juncus ambiguus,Accepted,Synonym of Juncus ranarius,12-May-15,,,,,,
v 1.5,Juncaceae,Juncus ranarius,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Juncaceae,Luzula campestris,Accepted,Synonym of Luzula campestris ssp. campestris L. multiflora,12-May-15,,,,,,
v 1.5,Juncaceae,Luzula cascadensis,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Juncaceae,Luzula macrantha,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Juncaceae,Luzula multiflora,Accepted,Synonym/Accepted,12-May-15,,,,,,
v 1.5,Lamiaceae,Monardella angustifolia,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Liliaceae,Calochortus luteus,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Liliaceae,Calochortus umpquaensis ssp. confertus,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Liliaceae,Calochortus umpquaensis ssp. flavicomus,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Liliaceae,Calochortus umpquaensis ssp. umpquaensis,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Liliaceae,Gagea serotina,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Liliaceae,Lloydia serotina,Accepted,Synonym of Gagea serotina,12-May-15,,,,,,
v 1.5,Liliaceae,Lloydia serotina ssp. serotina,Accepted,Synonym of Gagea serotina,12-May-15,,,,,,
v 1.5,Liliaceae,Prosartes parvifolia,Accepted,Synonym of Prosartes hookeri,12-May-15,,,,,,
v 1.5,Liliaceae,Streptopus lanceolatus,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Liliaceae,Streptopus lanceolatus var. curvipes,Accepted,Synonym of Streptopus lanceolatus,12-May-15,,,,,,
v 1.5,Lycopodiaceae,Huperzia miyoshiana,Excluded,Accepted,12-May-15,,,,,,
v 1.5,Malvaceae,Sidalcea hickmanii,Accepted (terminal),Accepted (not terminal),12-May-15,,,,,,
v 1.5,Malvaceae,Sidalcea hickmanii ssp. petraea,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Melanthiaceae,Pseudotrillium rivale,Accepted,Synonym of Trillium rivale,12-May-15,,,,,,
v 1.5,Melanthiaceae,Trillium rivale,Synonym of Pseudotrillium rivale,Accepted,12-May-15,,,,,,
v 1.5,Melanthiaceae,Veratrum fimbriatum,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Listera banksiana,Accepted,Synonym of Neottia banksiana,12-May-15,,,,,,
v 1.5,Orchidaceae,Listera borealis,Accepted,Synonym of Neottia borealis,12-May-15,,,,,,
v 1.5,Orchidaceae,Listera convallarioides,Accepted,Synonym of Neottia convallarioides,12-May-15,,,,,,
v 1.5,Orchidaceae,Listera cordata,Accepted,Synonym of Neottia cordata,12-May-15,,,,,,
v 1.5,Orchidaceae,Neottia banksiana,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Neottia borealis,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Neottia convallarioides,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Neottia cordata,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Piperia candida,Accepted,Synonym of Platanthera ephemerantha,12-May-15,,,,,,
v 1.5,Orchidaceae,Piperia elegans,Accepted,Synonym of Platanthera elegans,12-May-15,,,,,,
v 1.5,Orchidaceae,Piperia elegans ssp. elegans,Accepted,Synonym of Platanthera elegans,12-May-15,,,,,,
v 1.5,Orchidaceae,Piperia elongata,Accepted,Synonym of Platanthera elongata,12-May-15,,,,,,
v 1.5,Orchidaceae,Piperia transversa,Accepted,Synonym of Platanthera transversa,12-May-15,,,,,,
v 1.5,Orchidaceae,Piperia unalascensis,Accepted,Synonym of Platanthera unalascensis,12-May-15,,,,,,
v 1.5,Orchidaceae,Platanthera elegans,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Platanthera elongata,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Platanthera ephemerantha,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Platanthera transversa,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orchidaceae,Platanthera unalascensis,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orobanchaceae,Bellardia viscosa,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Orobanchaceae,Parentucellia viscosa,Accepted,Synonym of Bellardia viscosa,12-May-15,,,,,,
v 1.5,Pinaceae,Pinus attenuata × Pinus radiata,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Pinaceae,Pinus muricata,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Pinaceae,Pinus radiata,Excluded,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Aira elegans,Accepted,Synonym of Aira elegantissima,12-May-15,,,,,,
v 1.5,Poaceae,Bromus racemosus,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Poaceae,Dichanthelium acuminatum ssp. fasciculatum,Synonym of Dichanthelium acuminatum var. fasciculam,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Dichanthelium acuminatum var. fasciculatum,Accepted,Synonym of Dichanthelium acuminatum ssp. fasciculatum,12-May-15,,,,,,
v 1.5,Poaceae,Diplachne fusca,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Diplachne fusca ssp. fascicularis,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Diplachne fusca ssp. uninervia,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Elymus elymoides ssp. californicus,Accepted,Synonym of Elymus elymoides ssp. elymoides,12-May-15,,,,,,
v 1.5,Poaceae,Festuca rubra ssp. juncea,Synonym of Festuca rubra ssp. pruinosa,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Festuca rubra ssp. pruinosa,Accepted,Synonym of Festuca rubra ssp. juncea,12-May-15,,,,,,
v 1.5,Poaceae,Leptochloa fusca,Accepted,Synonym of Diplachne fusca,12-May-15,,,,,,
v 1.5,Poaceae,Leptochloa fusca ssp. fascicularis,Accepted,Synonym of Diplachne fusca ssp. fascicularis,12-May-15,,,,,,
v 1.5,Poaceae,Leptochloa fusca ssp. uninervia,Accepted,Synonym of Diplachne fusca ssp. uninervia,12-May-15,,,,,,
v 1.5,Poaceae,Piptatheropsis exigua,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Piptatherum exiguum,Accepted,Synonym of Piptatheropsis exigua,12-May-15,,,,,,
v 1.5,Poaceae,Poa pratensis,Accepted (terminal),Accepted (not terminal),12-May-15,,,,,,
v 1.5,Poaceae,Poa pratensis ssp. agassizensis,Synonym of Poa pratensis,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Poa pratensis ssp. alpigena,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Poa pratensis ssp. angustifolia,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Poa pratensis ssp. irrigata,Synonym of Poa pratensis,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Poa pratensis ssp. pratensis,Synonym of Poa pratensis,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Polypogon maritimus,Excluded,Accepted,12-May-15,,,,,,
v 1.5,Poaceae,Thinopyrum junceum,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Poaceae,Zea mays,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Poaceae,Zea mays ssp. mays,Accepted,Excluded,12-May-15,,,,,,
v 1.5,Polygonaceae,Eriogonum pyrolifolium,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Polygonaceae,Eriogonum pyrolifolium var. coryphaeum,Accepted,Synonym of Eriogonum pyrolifolium,12-May-15,,,,,,
v 1.5,Polygonaceae,Eriogonum pyrolifolium var. pyrolifolium,Accepted,Synonym of Eriogonum pyrolifolium,12-May-15,,,,,,
v 1.5,Polygonaceae,Rumex californicus,Excluded,Accepted,12-May-15,,,,,,
v 1.5,Potamogetonaceae,Potamogeton foliosus,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Potamogetonaceae,Potamogeton foliosus ssp. foliosus,Accepted,Synonym of Potamogeton foliosus,12-May-15,,,,,,
v 1.5,Potamogetonaceae,Potamogeton pusillus,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Potamogetonaceae,Potamogeton pusillus ssp. pusillus,Accepted,Synonym of Potamogeton pusillus,12-May-15,,,,,,
v 1.5,Rhamnaceae,Ceanothus lemmonii,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Rhamnaceae,Ceanothus palmeri,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Rosaceae,Photinia serratifolia,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Rosaceae,Rosa gymnocarpa ssp. helleri,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Salicaceae,Populus fremontii,Under evaluation,Accepted,12-May-15,,,,,,
v 1.5,Scheuchzeriaceae,Scheuchzeria palustris,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Scheuchzeriaceae,Scheuchzeria palustris ssp. americana,Accepted,Synonym of Scheuchzeria palustris,12-May-15,,,,,,
v 1.5,Scrophulariaceae,Scrophularia californica,Accepted (not terminal),Accepted (terminal),12-May-15,,,,,,
v 1.5,Scrophulariaceae,Scrophularia californica ssp. californica,Accepted,Synonym of Scrophularia californica,12-May-15,,,,,,
v 1.5,Taxaceae,Torreya californica,Under evaluation,Accepted,12-May-15,,,,,,
v 1.4,Adoxaceae,Sambucus nigra,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Amaryllidaceae,Allium brandegeei,Excluded,Accepted,01-May-14,,,,,,
v 1.4,Amaryllidaceae,Amaryllis belladonna,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Apiaceae,Torilis leptophylla,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Araceae,Landoltia punctata,Synonym of Spirodela punctata,Accepted,01-May-14,,,,,,
v 1.4,Araceae,Pistia stratiotes,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Araceae,Spirodela punctata,Accepted,Synonym of Landoltia punctata,01-May-14,,,,,,
v 1.4,Asteraceae,Artemisia lindleyana,Accepted,Synonym of Artemisia ludoviciana ssp. lindleyana,01-May-14,,,,,,
v 1.4,Asteraceae,Artemisia ludoviciana ssp. lindleyana,Accepted,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Centaurea benedicta,Synonym of Cnicus benedictus,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Cnicus benedictus,Accepted,Synonym of Centaurea benedicta,01-May-14,,,,,,
v 1.4,Asteraceae,Cotula mexicana,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Filago pyramidata var. pyramidata,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Layia platyglossa,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Matricaria chamomilla,Synonym of Matricaria recutita,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Matricaria recutita,Accepted,Synonym of Matricaria chamomilla,01-May-14,,,,,,
v 1.4,Asteraceae,Nabalus hastatus,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Asteraceae,Prenanthes alata,Accepted,Synonym of Nabalus hastatus,01-May-14,,,,,,
v 1.4,Asteraceae,Senecio viscosus,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Balsaminaceae,Impatiens bicolor,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Balsaminaceae,Impatiens parviflora,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Boraginaceae,Anchusa capensis,Excluded,Accepted,01-May-14,,,,,,
v 1.4,Brassicaceae,Rorippa austriaca,Excluded,Accepted,01-May-14,,,,,,
v 1.4,Brassicaceae,Sisymbrium irio,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Caryophyllaceae,Arenaria montana,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Caryophyllaceae,Atocion armeria,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Caryophyllaceae,Silene armeria,Accepted,Synonym of Atocion armeria,01-May-14,,,,,,
v 1.4,Crassulaceae,Phedimus spurius,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Crassulaceae,Sedum lanceolatum,Accepted (not terminal),Accepted (terminal),01-May-14,,,,,,
v 1.4,Crassulaceae,Sedum lanceolatum var. lanceolatum,Synonym of Sedum lanceolatum,Accepted,01-May-14,,,,,,
v 1.4,Crassulaceae,Sedum lanceolatum var. nesioticum,Synonym of Sedum lanceolatum,Accepted,01-May-14,,,,,,
v 1.4,Crassulaceae,Sedum rupestre,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Crassulaceae,Sedum thartii,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Bolboschoenus maritimus,Accepted (not terminal),Accepted (terminal),01-May-14,,,,,,
v 1.4,Cyperaceae,Bolboschoenus maritimus ssp. paludosus,Synonym of Bolboschoenus maritimus,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex comans,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex kelloggii,Synonym of Carex lenticularis var. lipocarpa,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex kelloggii var. impressa,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex kelloggii var. kelloggii,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex kelloggii var. limnophila,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex lenticularis,Accepted,Synonym of Carex kelloggii,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex lenticularis var. impressa,Accepted,Synonym of Carex kelloggii var. impressa,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex lenticularis var. limnophila,Accepted,Synonym of Carex kelloggii var. limnophila,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex lenticularis var. lipocarpa,Accepted,Synonym of Carex kelloggii var. kelloggii,01-May-14,,,,,,
v 1.4,Cyperaceae,Carex minicaulis,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Cyperus ×mesochorus,Accepted,Synonym of Cyperus schweinitzii,01-May-14,,,,,,
v 1.4,Cyperaceae,Cyperus lupulinus,Accepted,Synonym of Cyperus schweinitzii,01-May-14,,,,,,
v 1.4,Cyperaceae,Cyperus lupulinus ssp. lupulinus,Accepted,Synonym of Cyperus schweinitzii,01-May-14,,,,,,
v 1.4,Cyperaceae,Cyperus niger,Excluded,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Cyperus schweinitzii,Misapplied to Cyperus lupulinus ssp. lupulinus,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Dulichium arundinaceum,Accepted (not terminal),Accepted (terminal),01-May-14,,,,,,
v 1.4,Cyperaceae,Dulichium arundinaceum var. arundinaceum,Synonym of Dulichium arundinaceum,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Eleocharis coloradoensis,Accepted,Excluded,01-May-14,,,,,,
v 1.4,Cyperaceae,Eleocharis decumbens,Excluded,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Kobresia bellardii,Accepted,Synonym of Kobresia myosuroides,01-May-14,,,,,,
v 1.4,Cyperaceae,Kobresia myosuroides,Synonym of Kobresia bellardii,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Schoenoplectus acutus var. occidentalis × Schoenoplectus tabernaemontani,Accepted,Excluded,01-May-14,,,,,,
v 1.4,Cyperaceae,Scirpus atrocinctus,Synonym of Scirpus cyperinus,Accepted,01-May-14,,,,,,
v 1.4,Cyperaceae,Scirpus georgianus,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Equisetaceae,Equisetum variegatum,Accepted,Synonym of Equisetum variegatum,01-May-14,,,,,,
v 1.4,Equisetaceae,Equisetum variegatum,Accepted (terminal),Accepted (not terminal),01-May-14,,,,,,
v 1.4,Fagaceae,Quercus chrysolepis × Quercus vaccinifolia,Accepted,Synonym of Quercus chrysolepis × Quercus vacciniifolia,01-May-14,,,,,,
v 1.4,Fagaceae,Quercus chrysolepis × Quercus vacciniifolia,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Gentianaceae,Erythraea minima,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Hypericaceae,Hypericum androsaemum,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Juncaceae,Juncus gerardi,Under evaluation,Accepted,01-May-14,,,,,,
v 1.4,Juncaceae,Juncus gerardi ssp. gerardi,Under evaluation,Accepted,01-May-14,,,,,,
