Group,Family,Taxon,Taxonomic status,Accepted name for Taxon,Taxonomic note
Dicotyledons,Apiaceae,Pteryxia petraea,Synonym,Cymopterus petraeus,
Dicotyledons,Apiaceae,Pteryxia terebinthina,Synonym,Cymopterus terebinthinus,
Dicotyledons,Apiaceae,Pteryxia terebinthina var. foeniculacea,Synonym,Cymopterus terebinthinus var. foeniculaceus,
Dicotyledons,Apiaceae,Pteryxia terebinthina var. terebinthina,Synonym,Cymopterus terebinthinus var. terebinthinus,
Dicotyledons,Apiaceae,Rhysopterus plurijugus,Synonym,Cymopterus corrugatus,
Dicotyledons,Apiaceae,Sanicula arctopoides,Accepted,,
Dicotyledons,Apiaceae,Sanicula bipinnatifida,Accepted,,
Dicotyledons,Apiaceae,Sanicula bipinnatifida × Sanicula crassicaulis,Accepted,,
Dicotyledons,Apiaceae,Sanicula crassicaulis,Accepted,,
Dicotyledons,Apiaceae,Sanicula crassicaulis var. crassicaulis,Synonym,Sanicula crassicaulis,
Dicotyledons,Apiaceae,Sanicula crassicaulis var. howellii,Synonym,Sanicula arctopoides,
Dicotyledons,Apiaceae,Sanicula crassicaulis var. tripartita,Synonym,Sanicula crassicaulis,
Dicotyledons,Apiaceae,Sanicula graveolens,Accepted,,
Dicotyledons,Apiaceae,Sanicula graveolens var. graveolens,Synonym,Sanicula graveolens,
Dicotyledons,Apiaceae,Sanicula graveolens var. septentrionalis,Synonym,Sanicula graveolens,
Dicotyledons,Apiaceae,Sanicula laciniata,Accepted,,
Dicotyledons,Apiaceae,Sanicula peckiana,Accepted,,
Dicotyledons,Apiaceae,Sanicula tuberosa,Accepted,,
Dicotyledons,Apiaceae,Scandix pecten-veneris,Accepted,,
Dicotyledons,Apiaceae,Sium suave,Accepted,,
Dicotyledons,Apiaceae,Sphenosciadium capitellatum,Accepted,,
Dicotyledons,Apiaceae,Tauschia glauca,Accepted,,
Dicotyledons,Apiaceae,Tauschia howellii,Accepted,,
Dicotyledons,Apiaceae,Tauschia kelloggii,Accepted,,
Dicotyledons,Apiaceae,Tauschia stricklandii,Accepted,,
Dicotyledons,Apiaceae,Torilis arvensis,Accepted,,
Dicotyledons,Apiaceae,Torilis arvensis ssp. arvensis,Synonym,Torilis arvensis,
Dicotyledons,Apiaceae,Torilis henryi,Accepted,,
Dicotyledons,Apiaceae,Torilis japonica,Accepted,,
Dicotyledons,Apiaceae,Torilis nodosa,Accepted,,
Dicotyledons,Apiaceae,Yabea microcarpa,Accepted,,
Dicotyledons,Apiaceae,Zizia aperta,Synonym,Zizia aptera,orthographic variant
Dicotyledons,Apiaceae,Zizia aptera,Accepted,,
Dicotyledons,Apiaceae,Zizia aptera var. occidentalis,Synonym,Zizia aptera,
Dicotyledons,Apocynaceae,Apocynum × floribundum,Accepted,,
Dicotyledons,Apocynaceae,Apocynum androsaemifolium,Accepted,,
Dicotyledons,Apocynaceae,Apocynum androsaemifolium var. androsaemifolium,Synonym,Apocynum androsaemifolium,
Dicotyledons,Apocynaceae,Apocynum androsaemifolium var. incanum,Synonym,Apocynum androsaemifolium,
Dicotyledons,Apocynaceae,Apocynum androsaemifolium var. pumilum,Synonym,Apocynum androsaemifolium,
Dicotyledons,Apocynaceae,Apocynum cannabinum,Accepted,,
Dicotyledons,Apocynaceae,Apocynum cannabinum var. cannabinum,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Apocynum cannabinum var. glaberrimum,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Apocynum cannabinum var. pubescens,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Apocynum cannabinum var. suksdorfii,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Apocynum medium,Synonym,Apocynum × floribundum,
Dicotyledons,Apocynaceae,Apocynum medium var. floribundum,Synonym,Apocynum × floribundum,
Dicotyledons,Apocynaceae,Apocynum medium var. lividum,Synonym,Apocynum × floribundum,
Dicotyledons,Apocynaceae,Apocynum medium var. medium,Synonym,Apocynum × floribundum,
Dicotyledons,Apocynaceae,Apocynum medium var. vestitum,Synonym,Apocynum × floribundum,
Dicotyledons,Apocynaceae,Apocynum pumilum var. pumilum,Synonym,Apocynum androsaemifolium,
Dicotyledons,Apocynaceae,Apocynum pumilum var. rhomboideum,Synonym,Apocynum androsaemifolium,
Dicotyledons,Apocynaceae,Apocynum sibiricum,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Apocynum sibiricum var. salignum,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Apocynum suksdorfii,Synonym,Apocynum cannabinum,
Dicotyledons,Apocynaceae,Asclepias cordifolia,Accepted,,
Dicotyledons,Apocynaceae,Asclepias cryptoceras,Accepted,,
Dicotyledons,Apocynaceae,Asclepias cryptoceras ssp. davisii,Accepted,,
Dicotyledons,Apocynaceae,Asclepias cryptoceras var. davisii,Synonym,Asclepias cryptoceras ssp. davisii,
Dicotyledons,Apocynaceae,Asclepias fascicularis,Accepted,,
Dicotyledons,Apocynaceae,Asclepias mexicana,Synonym,Asclepias fascicularis,
Dicotyledons,Apocynaceae,Asclepias solanoana,Accepted,,
Dicotyledons,Apocynaceae,Asclepias speciosa,Accepted,,
Dicotyledons,Apocynaceae,Cycladenia humilis,Accepted,,
Dicotyledons,Apocynaceae,Cycladenia humilis var. humilis,Accepted,,
Dicotyledons,Apocynaceae,Vinca major,Accepted,,
Dicotyledons,Apocynaceae,Vinca minor,Accepted,,
Dicotyledons,Aquifoliaceae,Ilex aquifolium,Accepted,,
Dicotyledons,Araliaceae,Aralia californica,Accepted,,
Dicotyledons,Araliaceae,Hedera colchica,Accepted,,
Dicotyledons,Araliaceae,Hedera helix,Misapplied,Hedera hibernica,
Dicotyledons,Araliaceae,Hedera helix,Synonym,Hedera helix ssp. helix,
Dicotyledons,Araliaceae,Hedera helix,Accepted,,
Dicotyledons,Araliaceae,Hedera helix ssp. helix,Accepted,,
Dicotyledons,Araliaceae,Hedera hibernica,Accepted,,
Dicotyledons,Araliaceae,Hydrocotyle ranunculoides,Accepted,,
Dicotyledons,Araliaceae,Hydrocotyle umbellata,Misapplied,Hydrocotyle verticillata,
Dicotyledons,Araliaceae,Hydrocotyle verticillata,Accepted,,
Dicotyledons,Araliaceae,Hydrocotyle verticillata var. verticillata,Synonym,Hydrocotyle verticillata,
Dicotyledons,Araliaceae,Oplopanax horridum,Synonym,Oplopanax horridus,orthographic variant
Dicotyledons,Araliaceae,Oplopanax horridus,Accepted,,
Dicotyledons,Aristolochiaceae,Aristolochia macrophylla,Accepted,,
Dicotyledons,Aristolochiaceae,Asarum caudatum,Accepted,,
Dicotyledons,Aristolochiaceae,Asarum caudatum var. caudatum,Synonym,Asarum caudatum,
Dicotyledons,Aristolochiaceae,Asarum caudatum var. viridiflorum,Synonym,Asarum wagneri,
Dicotyledons,Aristolochiaceae,Asarum hartwegii,Misapplied,Asarum marmoratum,
Dicotyledons,Aristolochiaceae,Asarum hartwegii,Accepted,,
Dicotyledons,Aristolochiaceae,Asarum marmoratum,Accepted,,
Dicotyledons,Aristolochiaceae,Asarum wagneri,Accepted,,
Dicotyledons,Asteraceae,Acanthospermum hispidum,Accepted,,
Dicotyledons,Asteraceae,Achillea borealis,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea filipendulina,Accepted,,
Dicotyledons,Asteraceae,Achillea lanulosa var. eradiata,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea lanulosa var. lanulosa,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium,Accepted,,
Dicotyledons,Asteraceae,Achillea millefolium ssp. lanulosa,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium var. alpicola,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium var. californica,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium var. lanulosa,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium var. litoralis,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium var. millefolium,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea millefolium var. pacifica,Synonym,Achillea millefolium,
Dicotyledons,Asteraceae,Achillea ptarmica,Accepted,,
Dicotyledons,Asteraceae,Achyrachaena mollis,Accepted,,
Dicotyledons,Asteraceae,Acroptilon repens,Accepted,,
Dicotyledons,Asteraceae,Adenocaulon bicolor,Accepted,,
Dicotyledons,Asteraceae,Ageratina occidentalis,Accepted,,
Dicotyledons,Asteraceae,Agoseris alpestris,Synonym,Nothocalais alpestris,
Dicotyledons,Asteraceae,Agoseris apargioides,Accepted,,
Dicotyledons,Asteraceae,Agoseris apargioides ssp. maritima,Synonym,Agoseris apargioides var. maritima,
Dicotyledons,Asteraceae,Agoseris apargioides var. eastwoodiae,Misapplied,Agoseris apargioides var. maritima,
Dicotyledons,Asteraceae,Agoseris apargioides var. maritima,Accepted,,
Dicotyledons,Asteraceae,Agoseris aurantiaca,Accepted,,
Dicotyledons,Asteraceae,Agoseris aurantiaca var. aurantiaca,Accepted,,
Dicotyledons,Asteraceae,Agoseris barbellulata,Synonym,Nothocalais alpestris,
Dicotyledons,Asteraceae,Agoseris elata,Accepted,,
Dicotyledons,Asteraceae,Agoseris glauca,Accepted,,
Dicotyledons,Asteraceae,Agoseris glauca,Misapplied,Agoseris monticola,
Dicotyledons,Asteraceae,Agoseris glauca,Synonym,Agoseris parviflora,in part
Dicotyledons,Asteraceae,Agoseris glauca × Agoseris grandiflora,Accepted,,
Dicotyledons,Asteraceae,Agoseris glauca var. aspera,Synonym,Agoseris monticola,
Dicotyledons,Asteraceae,Agoseris glauca var. dasycephala,Misapplied,Agoseris monticola,
Dicotyledons,Asteraceae,Agoseris glauca var. dasycephala,Accepted,,
Dicotyledons,Asteraceae,Agoseris glauca var. glauca,Accepted,,
Dicotyledons,Asteraceae,Agoseris glauca var. glauca × Agoseris parviflora,Accepted,,
Dicotyledons,Asteraceae,Agoseris glauca var. laciniata,Synonym,Agoseris parviflora,
Dicotyledons,Asteraceae,Agoseris glauca var. monticola,Synonym,Agoseris monticola,
Dicotyledons,Asteraceae,Agoseris glauca var. parviflora,Synonym,Agoseris parviflora,
Dicotyledons,Asteraceae,Agoseris grandiflora,Accepted,,
Dicotyledons,Asteraceae,Agoseris grandiflora var. grandiflora,Accepted,,
Dicotyledons,Asteraceae,Agoseris grandiflora var. leptophylla,Accepted,,
Dicotyledons,Asteraceae,Agoseris heterophylla,Accepted,,
Dicotyledons,Asteraceae,Agoseris heterophylla ssp. californica,Misapplied,Agoseris heterophylla var. heterophylla,
Dicotyledons,Asteraceae,Agoseris heterophylla ssp. normalis,Synonym,Agoseris heterophylla var. heterophylla,
Dicotyledons,Asteraceae,Agoseris heterophylla var. crenulata,Synonym,Agoseris heterophylla var. heterophylla,
Dicotyledons,Asteraceae,Agoseris heterophylla var. cryptopleura,Synonym,Agoseris heterophylla var. heterophylla,
Dicotyledons,Asteraceae,Agoseris heterophylla var. heterophylla,Accepted,,
Dicotyledons,Asteraceae,Agoseris heterophylla var. turgida,Synonym,Agoseris heterophylla var. heterophylla,
Dicotyledons,Asteraceae,Agoseris laciniata,Synonym,Agoseris grandiflora var. grandiflora,
Dicotyledons,Asteraceae,Agoseris monticola,Accepted,,
Dicotyledons,Asteraceae,Agoseris parviflora,Accepted,,
Dicotyledons,Asteraceae,Agoseris plebeja,Synonym,Agoseris grandiflora var. grandiflora,
Dicotyledons,Asteraceae,Agoseris retrorsa,Accepted,,
Dicotyledons,Asteraceae,Ambrosia acanthicarpa,Accepted,,
Dicotyledons,Asteraceae,Ambrosia artemisiifolia,Accepted,,
Dicotyledons,Asteraceae,Ambrosia chamissonis,Accepted,,
Dicotyledons,Asteraceae,Ambrosia chamissonis var. bipinnatisecta,Accepted,,
Dicotyledons,Asteraceae,Ambrosia chamissonis var. chamissonis,Accepted,,
Dicotyledons,Asteraceae,Ambrosia grayi,Accepted,,
Dicotyledons,Asteraceae,Ambrosia psilostachya,Accepted,,
Dicotyledons,Asteraceae,Ambrosia trifida,Accepted,,
Dicotyledons,Asteraceae,Ambrosia trifida var. trifida,Synonym,Ambrosia trifida,
Dicotyledons,Asteraceae,Anaphalis margaritacea,Accepted,,
Dicotyledons,Asteraceae,Anaphalis margaritacea var. margaritacea,Synonym,Anaphalis margaritacea,
Dicotyledons,Asteraceae,Anaphalis margaritacea var. occidentalis,Synonym,Anaphalis margaritacea,
Dicotyledons,Asteraceae,Anaphalis margaritacea var. subalpina,Synonym,Anaphalis margaritacea,
Dicotyledons,Asteraceae,Ancistrocarphus filagineus,Accepted,,
Dicotyledons,Asteraceae,Anisocarpus madioides,Accepted,,
Dicotyledons,Asteraceae,Antennaria alpina,Misapplied,Antennaria media,
Dicotyledons,Asteraceae,Antennaria alpina var. media,Synonym,Antennaria media,
Dicotyledons,Asteraceae,Antennaria anaphaloides,Accepted,,
Dicotyledons,Asteraceae,Antennaria argentea,Accepted,,
Dicotyledons,Asteraceae,Antennaria aromatica,Synonym,Antennaria pulvinata,
Dicotyledons,Asteraceae,Antennaria carpathica var. lanata,Synonym,Antennaria lanata,orthographic variant
Dicotyledons,Asteraceae,Antennaria corymbosa,Accepted,,
Dicotyledons,Asteraceae,Antennaria dimorpha,Accepted,,
Dicotyledons,Asteraceae,Antennaria dimorpha var. dimorpha,Synonym,Antennaria dimorpha,
Dicotyledons,Asteraceae,Antennaria dimorpha var. latisquama,Synonym,Antennaria dimorpha,invalid name
Dicotyledons,Asteraceae,Antennaria flagellaris,Accepted,,
Dicotyledons,Asteraceae,Antennaria geyeri,Accepted,,
Dicotyledons,Asteraceae,Antennaria howellii,Accepted,,
Dicotyledons,Asteraceae,Antennaria howellii ssp. howellii,Accepted,,
Dicotyledons,Asteraceae,Antennaria howellii ssp. neodioica,Accepted,,
Dicotyledons,Asteraceae,Antennaria howellii ssp. petaloidea,Accepted,,
Dicotyledons,Asteraceae,Antennaria lanata,Accepted,,
Dicotyledons,Asteraceae,Antennaria luzuloides,Accepted,,
Dicotyledons,Asteraceae,Antennaria luzuloides ssp. aberrans,Accepted,,
Dicotyledons,Asteraceae,Antennaria luzuloides ssp. luzuloides,Accepted,,
Dicotyledons,Asteraceae,Antennaria luzuloides var. luzuloides,Synonym,Antennaria luzuloides ssp. luzuloides,
Dicotyledons,Asteraceae,Antennaria luzuloides var. microcephala,Synonym,Antennaria luzuloides ssp. aberrans,
Dicotyledons,Asteraceae,Antennaria media,Accepted,,
Dicotyledons,Asteraceae,Antennaria microcephala,Synonym,Antennaria luzuloides ssp. aberrans,
Dicotyledons,Asteraceae,Antennaria microphylla,Accepted,,
Dicotyledons,Asteraceae,Antennaria neglecta,Synonym,Antennaria howellii,
Dicotyledons,Asteraceae,Antennaria neglecta var. attenuata,Synonym,Antennaria howellii ssp. neodioica,in part
Dicotyledons,Asteraceae,Antennaria neglecta var. attenuata,Synonym,Antennaria howellii ssp. petaloidea,in part
Dicotyledons,Asteraceae,Antennaria neglecta var. howellii,Synonym,Antennaria howellii ssp. howellii,
Dicotyledons,Asteraceae,Antennaria neglecta var. neodioica,Synonym,Antennaria howellii ssp. neodioica,
Dicotyledons,Asteraceae,Antennaria pedicellata,Synonym,Antennaria howellii ssp. petaloidea,
Dicotyledons,Asteraceae,Antennaria pulvinata,Accepted,,
Dicotyledons,Asteraceae,Antennaria racemosa,Accepted,,
Dicotyledons,Asteraceae,Antennaria rosea,Synonym,Antennaria microphylla,
Dicotyledons,Asteraceae,Antennaria rosea ssp. arida,Synonym,Antennaria microphylla,
Dicotyledons,Asteraceae,Antennaria rosea ssp. confinis,Synonym,Antennaria microphylla,
Dicotyledons,Asteraceae,Antennaria rosea ssp. pulvinata,Synonym,Antennaria pulvinata,
Dicotyledons,Asteraceae,Antennaria rosea ssp. rosea,Synonym,Antennaria microphylla,
Dicotyledons,Asteraceae,Antennaria stenophylla,Accepted,,
Dicotyledons,Asteraceae,Antennaria suffrutescens,Accepted,,
Dicotyledons,Asteraceae,Antennaria umbrinella,Accepted,,
Dicotyledons,Asteraceae,Anthemis arvensis,Accepted,,
Dicotyledons,Asteraceae,Anthemis cotula,Accepted,,
Dicotyledons,Asteraceae,Anthemis mixta,Synonym,Chamaemelum mixtum,
Dicotyledons,Asteraceae,Anthemis tinctoria,Synonym,Cota tinctoria,
Dicotyledons,Asteraceae,Apargidium boreale,Synonym,Microseris borealis,
Dicotyledons,Asteraceae,Arctium lappa,Accepted,,
Dicotyledons,Asteraceae,Arctium minus,Accepted,,
Dicotyledons,Asteraceae,Arctium tomentosum,Accepted,,
Dicotyledons,Asteraceae,Arctotheca calendula,Accepted,,
Dicotyledons,Asteraceae,Arnica amplexicaulis,Synonym,Arnica lanceolata ssp. prima,
Dicotyledons,Asteraceae,Arnica amplexicaulis var. amplexicaulis,Synonym,Arnica lanceolata ssp. prima,
Dicotyledons,Asteraceae,Arnica amplexicaulis var. piperi,Synonym,Arnica lanceolata ssp. prima,
Dicotyledons,Asteraceae,Arnica cernua,Accepted,,
Dicotyledons,Asteraceae,Arnica chamissonis,Accepted,,
Dicotyledons,Asteraceae,Arnica chamissonis ssp. foliosa,Synonym,Arnica chamissonis,
Dicotyledons,Asteraceae,Arnica chamissonis ssp. incana,Synonym,Arnica chamissonis,
Dicotyledons,Asteraceae,Arnica chamissonis var. foliosa,Synonym,Arnica chamissonis,
Dicotyledons,Asteraceae,Arnica chamissonis var. incana,Synonym,Arnica chamissonis,
Dicotyledons,Asteraceae,Arnica cordifolia,Accepted,,
Dicotyledons,Asteraceae,Arnica cordifolia var. cordifolia,Synonym,Arnica cordifolia,
Dicotyledons,Asteraceae,Arnica cordifolia var. pumila,Synonym,Arnica cordifolia,
Dicotyledons,Asteraceae,Arnica discoidea,Accepted,,
Dicotyledons,Asteraceae,Arnica discoidea var. eradiata,Synonym,Arnica discoidea,
Dicotyledons,Asteraceae,Arnica diversifolia,Accepted,,
Dicotyledons,Asteraceae,Arnica fulgens,Accepted,,
Dicotyledons,Asteraceae,Arnica gracilis,Accepted,,
Dicotyledons,Asteraceae,Arnica grayi,Synonym,Arnica discoidea,
Dicotyledons,Asteraceae,Arnica lanceolata,Accepted,,
Dicotyledons,Asteraceae,Arnica lanceolata ssp. prima,Accepted,,
Dicotyledons,Asteraceae,Arnica latifolia,Accepted,,
Dicotyledons,Asteraceae,Arnica latifolia var. gracilis,Synonym,Arnica gracilis,
Dicotyledons,Asteraceae,Arnica latifolia var. latifolia,Synonym,Arnica latifolia,
Dicotyledons,Asteraceae,Arnica longifolia,Accepted,,
Dicotyledons,Asteraceae,Arnica longifolia ssp. myriadenia,Synonym,Arnica longifolia,
Dicotyledons,Asteraceae,Arnica mollis,Accepted,,
Dicotyledons,Asteraceae,Arnica nevadensis,Accepted,,
Dicotyledons,Asteraceae,Arnica ovata,Synonym,Arnica diversifolia,
Dicotyledons,Asteraceae,Arnica parryi,Accepted,,
Dicotyledons,Asteraceae,Arnica parryi var. parryi,Synonym,Arnica parryi,
Dicotyledons,Asteraceae,Arnica parryi var. sonnei,Synonym,Arnica parryi,
Dicotyledons,Asteraceae,Arnica parviflora ssp. alata,Synonym,Arnica discoidea,
Dicotyledons,Asteraceae,Arnica parviflora ssp. parviflora,Synonym,Arnica discoidea,
Dicotyledons,Asteraceae,Arnica rydbergii,Accepted,,
Dicotyledons,Asteraceae,Arnica sororia,Accepted,,
Dicotyledons,Asteraceae,Arnica spathulata,Accepted,,
Dicotyledons,Asteraceae,Arnica spathulata ssp. eastwoodiae,Synonym,Arnica spathulata,
Dicotyledons,Asteraceae,Arnica spathulata ssp. spathulata,Synonym,Arnica spathulata,
Dicotyledons,Asteraceae,Arnica tomentella,Synonym,Arnica nevadensis,
Dicotyledons,Asteraceae,Arnica viscosa,Accepted,,
Dicotyledons,Asteraceae,Artemisia abrotanum,Accepted,,
Dicotyledons,Asteraceae,Artemisia absinthium,Accepted,,
Dicotyledons,Asteraceae,Artemisia arbuscula,Accepted,,
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. arbuscula,Accepted,,
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. longicaulis,Synonym,Artemisia arbuscula ssp. arbuscula,
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. longiloba,Accepted,,
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. nova,Synonym,Artemisia nova,
Dicotyledons,Asteraceae,Artemisia arbuscula ssp. thermopola,Accepted,,
Dicotyledons,Asteraceae,Artemisia arbuscula var. arbuscula,Synonym,Artemisia arbuscula ssp. arbuscula,
Dicotyledons,Asteraceae,Artemisia arbuscula var. nova,Synonym,Artemisia nova,
Dicotyledons,Asteraceae,Artemisia biennis,Accepted,,
Dicotyledons,Asteraceae,Artemisia borealis ssp. borealis,Synonym,Artemisia campestris var. wormskioldii,
Dicotyledons,Asteraceae,Artemisia campestris,Accepted,,
Dicotyledons,Asteraceae,Artemisia campestris ssp. borealis,Synonym,Artemisia campestris var. wormskioldii,
Dicotyledons,Asteraceae,Artemisia campestris ssp. pacifica,Accepted,,
Dicotyledons,Asteraceae,Artemisia campestris var. purshii,Synonym,Artemisia campestris ssp. pacifica,
Dicotyledons,Asteraceae,Artemisia campestris var. scouleriana,Synonym,Artemisia campestris ssp. pacifica,
Dicotyledons,Asteraceae,Artemisia campestris var. wormskioldii,Accepted,,
Dicotyledons,Asteraceae,Artemisia cana,Accepted,,
Dicotyledons,Asteraceae,Artemisia cana ssp. bolanderi,Accepted,,
Dicotyledons,Asteraceae,Artemisia douglasiana,Accepted,,
Dicotyledons,Asteraceae,Artemisia dracunculus,Accepted,,
Dicotyledons,Asteraceae,Artemisia dracunculus var. dracunculus,Synonym,Artemisia dracunculus,
Dicotyledons,Asteraceae,Artemisia estesii,Accepted,,
Dicotyledons,Asteraceae,Artemisia lindleyana,Synonym,Artemisia ludoviciana ssp. lindleyana,
Dicotyledons,Asteraceae,Artemisia ludoviciana,Accepted,,
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. candicans,Accepted,,
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. estesii,Synonym,Artemisia estesii,
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. incompta,Accepted,,
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. lindleyana,Accepted,,
Dicotyledons,Asteraceae,Artemisia ludoviciana ssp. ludoviciana,Accepted,,
Dicotyledons,Asteraceae,Artemisia ludoviciana var. incompta,Synonym,Artemisia ludoviciana ssp. incompta,
Dicotyledons,Asteraceae,Artemisia ludoviciana var. latiloba,Synonym,Artemisia ludoviciana ssp. candicans,
Dicotyledons,Asteraceae,Artemisia ludoviciana var. ludoviciana,Synonym,Artemisia ludoviciana ssp. ludoviciana,
Dicotyledons,Asteraceae,Artemisia michauxiana,Accepted,,
Dicotyledons,Asteraceae,Artemisia nova,Accepted,,
Dicotyledons,Asteraceae,Artemisia packardiae,Accepted,,
Dicotyledons,Asteraceae,Artemisia papposa,Accepted,,
Dicotyledons,Asteraceae,Artemisia pycnocephala,Accepted,,
Dicotyledons,Asteraceae,Artemisia rigida,Accepted,,
Dicotyledons,Asteraceae,Artemisia spiciformis,Accepted,,
Dicotyledons,Asteraceae,Artemisia spinescens,Accepted,,
Dicotyledons,Asteraceae,Artemisia suksdorfii,Accepted,,
Dicotyledons,Asteraceae,Artemisia tilesii,Accepted,,
Dicotyledons,Asteraceae,Artemisia tilesii ssp. unalaschcensis,Accepted,,
Dicotyledons,Asteraceae,Artemisia tilesii var. unalaschcensis,Synonym,Artemisia tilesii ssp. unalaschcensis,
Dicotyledons,Asteraceae,Artemisia tridentata,Accepted,,
Dicotyledons,Asteraceae,Artemisia tridentata ssp. tridentata,Accepted,,
Dicotyledons,Asteraceae,Artemisia tridentata ssp. vaseyana,Accepted,,
Dicotyledons,Asteraceae,Artemisia tridentata ssp. wyomingensis,Accepted,,
Dicotyledons,Asteraceae,Artemisia tridentata var. tridentata,Synonym,Artemisia tridentata ssp. tridentata,
