Group,Family,Taxon,Taxonomic status,Accepted name for Taxon,Taxonomic note
Dicotyledons,Phrymaceae,Mimulus moschatus var. sessilifolius,Synonym,Erythranthe moniliformis,
Dicotyledons,Phrymaceae,Mimulus nanus,Synonym,Diplacus nanus,in part
Dicotyledons,Phrymaceae,Mimulus nanus,Misapplied,Diplacus cascadensis,
Dicotyledons,Phrymaceae,Mimulus nanus var. jepsonii,Synonym,Diplacus jepsonii,
Dicotyledons,Phrymaceae,Mimulus nanus var. nanus,Synonym,Diplacus nanus,
Dicotyledons,Phrymaceae,Mimulus nasutus,Synonym,Erythranthe nasuta,
Dicotyledons,Phrymaceae,Mimulus patulus,Synonym,Erythranthe patula,
Dicotyledons,Phrymaceae,Mimulus pilosus,Synonym,Mimetanthe pilosa,
Dicotyledons,Phrymaceae,Mimulus primuloides,Synonym,Erythranthe primuloides,
Dicotyledons,Phrymaceae,Mimulus primuloides ssp. primuloides,Synonym,Erythranthe primuloides,
Dicotyledons,Phrymaceae,Mimulus primuloides var. minimus,Synonym,Erythranthe primuloides,
Dicotyledons,Phrymaceae,Mimulus primuloides var. pilosellus,Synonym,Erythranthe primuloides,
Dicotyledons,Phrymaceae,Mimulus primuloides var. primuloides,Synonym,Erythranthe primuloides,
Dicotyledons,Phrymaceae,Mimulus pulsiferae,Synonym,Erythranthe pulsiferae,
Dicotyledons,Phrymaceae,Mimulus pygmaeus,Synonym,Diplacus pygmaeus,
Dicotyledons,Phrymaceae,Mimulus ringens,Accepted,,sensu stricto
Dicotyledons,Phrymaceae,Mimulus sookensis,Synonym,Erythranthe nasuta,
Dicotyledons,Phrymaceae,Mimulus suksdorfii,Synonym,Erythranthe suksdorfii,
Dicotyledons,Phrymaceae,Mimulus tilingii,Synonym,Erythranthe tilingii,in part
Dicotyledons,Phrymaceae,Mimulus tilingii,Misapplied,Erythranthe caespitosa,
Dicotyledons,Phrymaceae,Mimulus tilingii var. caespitosus,Synonym,Erythranthe caespitosa,
Dicotyledons,Phrymaceae,Mimulus tilingii var. tilingii,Synonym,Erythranthe tilingii,
Dicotyledons,Phrymaceae,Mimulus tricolor,Synonym,Diplacus tricolor,
Dicotyledons,Phrymaceae,Mimulus washingtonensis,Synonym,Erythranthe washingtonensis,
Dicotyledons,Phytolaccaceae,Phytolacca americana,Accepted,,
Dicotyledons,Phytolaccaceae,Phytolacca americana var. americana,Synonym,Phytolacca americana,
Dicotyledons,Plantaginaceae,Antirrhinum breweri,Synonym,Sairocarpus breweri,
Dicotyledons,Plantaginaceae,Antirrhinum kingii,Synonym,Sairocarpus kingii,
Dicotyledons,Plantaginaceae,Antirrhinum majus,Accepted,,
Dicotyledons,Plantaginaceae,Antirrhinum orontium,Synonym,Misopates orontium,
Dicotyledons,Plantaginaceae,Antirrhinum vexillo-calyculatum,Synonym,Sairocarpus breweri,
Dicotyledons,Plantaginaceae,Antirrhinum vexillocalyculatum ssp. breweri,Synonym,Sairocarpus breweri,orthographic variant
Dicotyledons,Plantaginaceae,Antirrhinum vexillo-calyculatum ssp. breweri,Synonym,Sairocarpus breweri,
Dicotyledons,Plantaginaceae,Besseya rubra,Synonym,Veronica rubra,
Dicotyledons,Plantaginaceae,Callitriche anceps,Synonym,Callitriche heterophylla var. heterophylla,
Dicotyledons,Plantaginaceae,Callitriche autumnalis,Synonym,Callitriche fassettii,
Dicotyledons,Plantaginaceae,Callitriche bolanderi,Synonym,Callitriche heterophylla var. bolanderi,
Dicotyledons,Plantaginaceae,Callitriche brutia,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche brutia var. hamulata,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche fassettii,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche hermaphroditica,Misapplied,Callitriche fassettii,
Dicotyledons,Plantaginaceae,Callitriche heterophylla,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche heterophylla var. bolanderi,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche heterophylla var. heterophylla,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche marginata,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche palustris,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche stagnalis,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche stenoptera,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche trochlearis,Accepted,,
Dicotyledons,Plantaginaceae,Callitriche verna,Synonym,Callitriche palustris,
Dicotyledons,Plantaginaceae,Chaenorhinum minus,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia grandiflora,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia greenei,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia latifolia,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia linearis,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia parviflora,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia rattanii,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia rattanii ssp. glandulosa,Synonym,Collinsia rattanii,
Dicotyledons,Plantaginaceae,Collinsia rattanii ssp. rattanii,Synonym,Collinsia rattanii,
Dicotyledons,Plantaginaceae,Collinsia rattanii var. linearis,Synonym,Collinsia linearis,
Dicotyledons,Plantaginaceae,Collinsia sparsiflora,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia sparsiflora var. sparsiflora,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia tinctoria,Accepted,,
Dicotyledons,Plantaginaceae,Collinsia torreyi,Synonym,Collinsia latifolia,
Dicotyledons,Plantaginaceae,Collinsia torreyi var. latifolia,Synonym,Collinsia latifolia,
Dicotyledons,Plantaginaceae,Cymbalaria muralis,Accepted,,
Dicotyledons,Plantaginaceae,Digitalis purpurea,Accepted,,
Dicotyledons,Plantaginaceae,Gratiola ebracteata,Accepted,,
Dicotyledons,Plantaginaceae,Gratiola heterosepala,Accepted,,
Dicotyledons,Plantaginaceae,Gratiola neglecta,Accepted,,
Dicotyledons,Plantaginaceae,Hippuris vulgaris,Accepted,,
Dicotyledons,Plantaginaceae,Keckiella lemmonii,Accepted,,
Dicotyledons,Plantaginaceae,Kickxia elatine,Accepted,,
Dicotyledons,Plantaginaceae,Kickxia spuria,Accepted,,
Dicotyledons,Plantaginaceae,Linaria canadensis,Misapplied,Nuttallanthus canadensis,
Dicotyledons,Plantaginaceae,Linaria canadensis var. canadensis,Misapplied,Nuttallanthus texanus,
Dicotyledons,Plantaginaceae,Linaria canadensis var. texana,Synonym,Nuttallanthus texanus,
Dicotyledons,Plantaginaceae,Linaria cymbalaria,Synonym,Cymbalaria muralis,
Dicotyledons,Plantaginaceae,Linaria dalmatica,Accepted,,
Dicotyledons,Plantaginaceae,Linaria dalmatica ssp. dalmatica,Accepted,,
Dicotyledons,Plantaginaceae,Linaria genistifolia ssp. dalmatica,Synonym,Linaria dalmatica ssp. dalmatica,
Dicotyledons,Plantaginaceae,Linaria macedonica,Synonym,Linaria dalmatica ssp. dalmatica,
Dicotyledons,Plantaginaceae,Linaria maroccana,Accepted,,
Dicotyledons,Plantaginaceae,Linaria purpurea,Accepted,,
Dicotyledons,Plantaginaceae,Linaria texana,Synonym,Nuttallanthus texanus,
Dicotyledons,Plantaginaceae,Linaria triornithophora,Accepted,,
Dicotyledons,Plantaginaceae,Linaria vulgaris,Accepted,,
Dicotyledons,Plantaginaceae,Misopates orontium,Accepted,,
Dicotyledons,Plantaginaceae,Nothochelone nemorosa,Accepted,,
Dicotyledons,Plantaginaceae,Nuttallanthus canadensis,Accepted,,
Dicotyledons,Plantaginaceae,Nuttallanthus texanus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon acuminatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon acuminatus var. acuminatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon acuminatus var. latebracteatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon anguineus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon attenuatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon attenuatus ssp. attenuatus,Synonym,Penstemon attenuatus var. attenuatus,
Dicotyledons,Plantaginaceae,Penstemon attenuatus ssp. palustris,Synonym,Penstemon attenuatus var. palustris,
Dicotyledons,Plantaginaceae,Penstemon attenuatus var. attenuatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon attenuatus var. palustris,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon azureus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon azureus ssp. azureus,Synonym,Penstemon azureus var. azureus,
Dicotyledons,Plantaginaceae,Penstemon azureus var. azureus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon azureus var. parvulus,Synonym,Penstemon parvulus,
Dicotyledons,Plantaginaceae,Penstemon barrettiae,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon cardwellii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon cinereus ssp. cinereus,Synonym,Penstemon humilis var. humilis,
Dicotyledons,Plantaginaceae,Penstemon cinereus ssp. foliatus,Synonym,Penstemon humilis var. humilis,
Dicotyledons,Plantaginaceae,Penstemon cinicola,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon confertus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon cusickii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon davidsonii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon davidsonii × Penstemon rupicola,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. davidsonii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. davidsonii × Penstemon rupicola,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. menziesii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. praeteritus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon deustus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon deustus ssp. deustus,Synonym,Penstemon deustus var. deustus,
Dicotyledons,Plantaginaceae,Penstemon deustus ssp. heterander,Synonym,Penstemon deustus var. pedicellatus,
Dicotyledons,Plantaginaceae,Penstemon deustus var. deustus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon deustus var. heterander,Synonym,Penstemon deustus var. pedicellatus,
Dicotyledons,Plantaginaceae,Penstemon deustus var. pedicellatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon deustus var. suffrutescens,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon deustus var. variabilis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon eatonii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon eatonii var. eatonii,Synonym,Penstemon eatonii,
Dicotyledons,Plantaginaceae,Penstemon elegantulus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon eriantherus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon eriantherus var. argillosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon eriantherus var. redactus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon euglaucus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon fruticosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon fruticosus ssp. fruticosus,Synonym,Penstemon fruticosus var. fruticosus,
Dicotyledons,Plantaginaceae,Penstemon fruticosus ssp. serratus,Synonym,Penstemon fruticosus var. serratus,
Dicotyledons,Plantaginaceae,Penstemon fruticosus var. fruticosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon fruticosus var. serratus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon gairdneri,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon gairdneri ssp. gairdneri,Synonym,Penstemon gairdneri var. gairdneri,
Dicotyledons,Plantaginaceae,Penstemon gairdneri ssp. oreganus,Synonym,Penstemon gairdneri var. oreganus,
Dicotyledons,Plantaginaceae,Penstemon gairdneri var. gairdneri,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon gairdneri var. oreganus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon glandulosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon glandulosus ssp. glandulosus,Synonym,Penstemon glandulosus var. glandulosus,
Dicotyledons,Plantaginaceae,Penstemon glandulosus var. chelanensis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon glandulosus var. glandulosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon glaucinus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon globosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon gracilentus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon hesperius,Synonym,Penstemon rydbergii var. oreocharis,
Dicotyledons,Plantaginaceae,Penstemon humilis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon humilis var. humilis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon janishiae,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon kingii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon laetus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon laetus ssp. roezlii,Synonym,Penstemon roezlii,
Dicotyledons,Plantaginaceae,Penstemon laetus ssp. sagittatus,Synonym,Penstemon laetus var. sagittatus,
Dicotyledons,Plantaginaceae,Penstemon laetus var. roezlii,Synonym,Penstemon roezlii,
Dicotyledons,Plantaginaceae,Penstemon laetus var. sagittatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon lemmonii,Synonym,Keckiella lemmonii,
Dicotyledons,Plantaginaceae,Penstemon menziesii ssp. davidsonii,Synonym,Penstemon davidsonii var. davidsonii,
Dicotyledons,Plantaginaceae,Penstemon menziesii ssp. menziesii,Synonym,Penstemon davidsonii var. menziesii,
Dicotyledons,Plantaginaceae,Penstemon miser,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon nemorosus,Synonym,Nothochelone nemorosa,
Dicotyledons,Plantaginaceae,Penstemon newberryi,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon newberryi ssp. berryi,Synonym,Penstemon newberryi var. berryi,
Dicotyledons,Plantaginaceae,Penstemon newberryi var. berryi,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon oreocharis,Synonym,Penstemon rydbergii var. oreocharis,
Dicotyledons,Plantaginaceae,Penstemon ovatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon palmeri,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon palmeri var. palmeri,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon parvulus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon payettensis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon peckii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon pennellianus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon perpulcher,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon pratensis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon procerus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon procerus var. brachyanthus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon procerus var. formosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon procerus var. procerus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rattanii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rattanii ssp. rattanii,Synonym,Penstemon rattanii var. rattanii,
Dicotyledons,Plantaginaceae,Penstemon rattanii var. rattanii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon richardsonii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon richardsonii var. curtiflorus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon richardsonii var. dentatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon richardsonii var. richardsonii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon roezlii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rupicola,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rydbergii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rydbergii var. oreocharis,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rydbergii var. rydbergii,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon rydbergii var. varians,Synonym,Penstemon rydbergii var. rydbergii,
Dicotyledons,Plantaginaceae,Penstemon seorsus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon serrulatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon spathulatus,Synonym,Penstemon spatulatus,orthographic variant
Dicotyledons,Plantaginaceae,Penstemon spatulatus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon speciosus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon subserratus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon tolmiei ssp. brachyanthus,Synonym,Penstemon procerus var. brachyanthus,
Dicotyledons,Plantaginaceae,Penstemon tolmiei ssp. formosus,Synonym,Penstemon procerus var. formosus,
Dicotyledons,Plantaginaceae,Penstemon triphyllus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon variabilis,Synonym,Penstemon deustus var. variabilis,
Dicotyledons,Plantaginaceae,Penstemon venustus,Accepted,,
Dicotyledons,Plantaginaceae,Penstemon whitedii ssp. dayanus,Synonym,Penstemon eriantherus var. argillosus,
Dicotyledons,Plantaginaceae,Penstemon whitedii ssp. tristis,Synonym,Penstemon eriantherus var. redactus,
Dicotyledons,Plantaginaceae,Penstemon wilcoxii,Accepted,,
Dicotyledons,Plantaginaceae,Plantago arenaria,Accepted,,
Dicotyledons,Plantaginaceae,Plantago aristata,Accepted,,
Dicotyledons,Plantaginaceae,Plantago bigelovii,Synonym,Plantago elongata var. elongata,
Dicotyledons,Plantaginaceae,Plantago coronopus,Accepted,,
Dicotyledons,Plantaginaceae,Plantago elongata,Accepted,,
Dicotyledons,Plantaginaceae,Plantago elongata var. elongata,Accepted,,
Dicotyledons,Plantaginaceae,Plantago erecta,Accepted,,
Dicotyledons,Plantaginaceae,Plantago eriopoda,Accepted,,
Dicotyledons,Plantaginaceae,Plantago hirtella,Synonym,Plantago subnuda,
Dicotyledons,Plantaginaceae,Plantago hookeriana var. californica,Synonym,Plantago erecta,
Dicotyledons,Plantaginaceae,Plantago indica,Synonym,Plantago arenaria,
Dicotyledons,Plantaginaceae,Plantago juncoides,Synonym,Plantago maritima var. juncoides,
Dicotyledons,Plantaginaceae,Plantago juncoides var. californica,Synonym,Plantago maritima var. californica,
Dicotyledons,Plantaginaceae,Plantago juncoides var. juncoides,Synonym,Plantago maritima var. juncoides,
Dicotyledons,Plantaginaceae,Plantago lanceolata,Accepted,,
Dicotyledons,Plantaginaceae,Plantago macrocarpa,Accepted,,
Dicotyledons,Plantaginaceae,Plantago major,Accepted,,
Dicotyledons,Plantaginaceae,Plantago major var. major,Synonym,Plantago major,
Dicotyledons,Plantaginaceae,Plantago major var. pachyphylla,Synonym,Plantago major,
Dicotyledons,Plantaginaceae,Plantago major var. pilgeri,Synonym,Plantago major,
Dicotyledons,Plantaginaceae,Plantago major var. scopulorum,Synonym,Plantago major,
Dicotyledons,Plantaginaceae,Plantago maritima,Accepted,,
Dicotyledons,Plantaginaceae,Plantago maritima ssp. juncoides,Synonym,Plantago maritima var. juncoides,
Dicotyledons,Plantaginaceae,Plantago maritima var. californica,Accepted,,
Dicotyledons,Plantaginaceae,Plantago maritima var. juncoides,Accepted,,
Dicotyledons,Plantaginaceae,Plantago patagonica,Accepted,,
Dicotyledons,Plantaginaceae,Plantago psyllium,Synonym,Plantago arenaria,ICBN rejected name
Dicotyledons,Plantaginaceae,Plantago purshii,Synonym,Plantago patagonica,
Dicotyledons,Plantaginaceae,Plantago pusilla,Accepted,,
Dicotyledons,Plantaginaceae,Plantago shastensis,Synonym,Plantago eriopoda,
Dicotyledons,Plantaginaceae,Plantago subnuda,Accepted,,
Dicotyledons,Plantaginaceae,Plantago virginica,Accepted,,
Dicotyledons,Plantaginaceae,Sairocarpus breweri,Accepted,,
Dicotyledons,Plantaginaceae,Sairocarpus kingii,Accepted,,
Dicotyledons,Plantaginaceae,Synthyris cordata,Synonym,Veronica californica,
Dicotyledons,Plantaginaceae,Synthyris missurica,Synonym,Veronica missurica,
Dicotyledons,Plantaginaceae,Synthyris missurica ssp. missurica,Synonym,Veronica missurica ssp. missurica,
Dicotyledons,Plantaginaceae,Synthyris missurica ssp. stellata,Synonym,Veronica missurica ssp. stellata,
Dicotyledons,Plantaginaceae,Synthyris reniformis,Synonym,Veronica regina-nivalis,
Dicotyledons,Plantaginaceae,Synthyris reniformis var. cordata,Synonym,Veronica californica,
Dicotyledons,Plantaginaceae,Synthyris reniformis var. reniformis,Synonym,Veronica regina-nivalis,
Dicotyledons,Plantaginaceae,Synthyris rubra,Synonym,Veronica rubra,
Dicotyledons,Plantaginaceae,Synthyris schizantha,Synonym,Veronica schizantha,
Dicotyledons,Plantaginaceae,Synthyris stellata,Synonym,Veronica missurica ssp. stellata,
Dicotyledons,Plantaginaceae,Tonella floribunda,Accepted,,
Dicotyledons,Plantaginaceae,Tonella tenella,Accepted,,
Dicotyledons,Plantaginaceae,Veronica agrestis,Accepted,,
Dicotyledons,Plantaginaceae,Veronica alpina,Synonym,Veronica wormskjoldii,
Dicotyledons,Plantaginaceae,Veronica americana,Accepted,,
Dicotyledons,Plantaginaceae,Veronica anagallis,Synonym,Veronica anagallis-aquatica,
Dicotyledons,Plantaginaceae,Veronica anagallis-aquatica,Accepted,,
Dicotyledons,Plantaginaceae,Veronica argute-serrata,Accepted,,
Dicotyledons,Plantaginaceae,Veronica arvensis,Accepted,,
Dicotyledons,Plantaginaceae,Veronica biloba,Misapplied,Veronica argute-serrata,
Dicotyledons,Plantaginaceae,Veronica californica,Accepted,,
Dicotyledons,Plantaginaceae,Veronica catenata,Accepted,,
Dicotyledons,Plantaginaceae,Veronica chamaedrys,Accepted,,
Dicotyledons,Plantaginaceae,Veronica connata,Synonym,Veronica catenata,
Dicotyledons,Plantaginaceae,Veronica connata,Synonym,Veronica anagallis-aquatica,
Dicotyledons,Plantaginaceae,Veronica connata ssp. glaberrima,Synonym,Veronica anagallis-aquatica,
Dicotyledons,Plantaginaceae,Veronica connata var. glaberrima,Synonym,Veronica anagallis-aquatica,
Dicotyledons,Plantaginaceae,Veronica cusickii,Accepted,,
Dicotyledons,Plantaginaceae,Veronica filiformis,Accepted,,
Dicotyledons,Plantaginaceae,Veronica hederaefolia,Synonym,Veronica hederifolia,orthographic variant
Dicotyledons,Plantaginaceae,Veronica hederifolia,Accepted,,
Dicotyledons,Plantaginaceae,Veronica humifusa,Synonym,Veronica serpyllifolia var. humifusa,
Dicotyledons,Plantaginaceae,Veronica longifolia,Accepted,,
Dicotyledons,Plantaginaceae,Veronica missurica,Accepted,,
Dicotyledons,Plantaginaceae,Veronica missurica ssp. missurica,Accepted,,
Dicotyledons,Plantaginaceae,Veronica missurica ssp. stellata,Accepted,,
Dicotyledons,Plantaginaceae,Veronica officinalis,Accepted,,
Dicotyledons,Plantaginaceae,Veronica officinalis var. officinalis,Synonym,Veronica officinalis,
Dicotyledons,Plantaginaceae,Veronica officinalis var. tournefortii,Synonym,Veronica officinalis,
Dicotyledons,Plantaginaceae,Veronica peregrina,Accepted,,
Dicotyledons,Plantaginaceae,Veronica peregrina ssp. peregrina,Synonym,Veronica peregrina var. peregrina,
Dicotyledons,Plantaginaceae,Veronica peregrina ssp. xalapensis,Synonym,Veronica peregrina var. xalapensis,
Dicotyledons,Plantaginaceae,Veronica peregrina var. peregrina,Accepted,,
Dicotyledons,Plantaginaceae,Veronica peregrina var. xalapensis,Accepted,,
Dicotyledons,Plantaginaceae,Veronica persica,Accepted,,
Dicotyledons,Plantaginaceae,Veronica regina-nivalis,Accepted,,
Dicotyledons,Plantaginaceae,Veronica rubra,Accepted,,
Dicotyledons,Plantaginaceae,Veronica schizantha,Accepted,,
Dicotyledons,Plantaginaceae,Veronica scutellata,Accepted,,
Dicotyledons,Plantaginaceae,Veronica serpyllifolia,Accepted,,
Dicotyledons,Plantaginaceae,Veronica serpyllifolia ssp. humifusa,Synonym,Veronica serpyllifolia var. humifusa,
Dicotyledons,Plantaginaceae,Veronica serpyllifolia var. humifusa,Accepted,,
Dicotyledons,Plantaginaceae,Veronica serpyllifolia var. serpyllifolia,Accepted,,
Dicotyledons,Plantaginaceae,Veronica sherwoodii,Synonym,Veronica peregrina var. xalapensis,
Dicotyledons,Plantaginaceae,Veronica triphyllos,Accepted,,
Dicotyledons,Plantaginaceae,Veronica undulata,Accepted,,
Dicotyledons,Plantaginaceae,Veronica verna,Accepted,,
Dicotyledons,Plantaginaceae,Veronica wormskjoldii,Accepted,,
Dicotyledons,Plantaginaceae,Veronica wormskjoldii ssp. alterniflora,Synonym,Veronica wormskjoldii,
Dicotyledons,Plantaginaceae,Veronica wormskjoldii var. wormskjoldii,Synonym,Veronica wormskjoldii,
Dicotyledons,Plumbaginaceae,Armeria arctica ssp. californica,Synonym,Armeria maritima var. californica,
Dicotyledons,Plumbaginaceae,Armeria maritima,Accepted,,
Dicotyledons,Plumbaginaceae,Armeria maritima ssp. californica,Synonym,Armeria maritima var. californica,
Dicotyledons,Plumbaginaceae,Armeria maritima var. californica,Accepted,,
Dicotyledons,Plumbaginaceae,Limonium californicum,Accepted,,
Dicotyledons,Polemoniaceae,Aliciella humillima,Accepted,,
Dicotyledons,Polemoniaceae,Aliciella leptomeria,Accepted,,
Dicotyledons,Polemoniaceae,Aliciella lottiae,Accepted,,
Dicotyledons,Polemoniaceae,Aliciella micromeria,Accepted,,
Dicotyledons,Polemoniaceae,Allophyllum gilioides,Accepted,,
Dicotyledons,Polemoniaceae,Allophyllum gilioides ssp. gilioides,Synonym,Allophyllum gilioides,
Dicotyledons,Polemoniaceae,Collomia debilis,Accepted,,
Dicotyledons,Polemoniaceae,Collomia debilis var. debilis,Synonym,Collomia debilis,
Dicotyledons,Polemoniaceae,Collomia debilis var. larsenii,Synonym,Collomia larsenii,
Dicotyledons,Polemoniaceae,Collomia debilis var. trifida,Synonym,Collomia debilis,
Dicotyledons,Polemoniaceae,Collomia grandiflora,Accepted,,
Dicotyledons,Polemoniaceae,Collomia heterophylla,Accepted,,
Dicotyledons,Polemoniaceae,Collomia larsenii,Accepted,,
Dicotyledons,Polemoniaceae,Collomia linearis,Accepted,,
Dicotyledons,Polemoniaceae,Collomia macrocalyx,Accepted,,
Dicotyledons,Polemoniaceae,Collomia mazama,Accepted,,
Dicotyledons,Polemoniaceae,Collomia renacta,Accepted,,
Dicotyledons,Polemoniaceae,Collomia tenella,Accepted,,
Dicotyledons,Polemoniaceae,Collomia tinctoria,Accepted,,
Dicotyledons,Polemoniaceae,Eriastrum signatum,Accepted,,
Dicotyledons,Polemoniaceae,Eriastrum sparsiflorum,Misapplied,Eriastrum signatum,
Dicotyledons,Polemoniaceae,Eriastrum sparsiflorum,Synonym,Eriastrum wilcoxii,
Dicotyledons,Polemoniaceae,Eriastrum sparsiflorum var. sparsiflorum,Synonym,Eriastrum signatum,
Dicotyledons,Polemoniaceae,Eriastrum sparsiflorum var. wilcoxii,Synonym,Eriastrum wilcoxii,
Dicotyledons,Polemoniaceae,Eriastrum wilcoxii,Accepted,,
Dicotyledons,Polemoniaceae,Gilia achilleifolia var. chamissonis,Synonym,Gilia capitata ssp. chamissonis,
Dicotyledons,Polemoniaceae,Gilia aggregata,Synonym,Ipomopsis aggregata ssp. aggregata,
Dicotyledons,Polemoniaceae,Gilia aggregata var. aggregata,Synonym,Ipomopsis aggregata ssp. aggregata,
Dicotyledons,Polemoniaceae,Gilia brecciarum,Accepted,,
Dicotyledons,Polemoniaceae,Gilia brecciarum ssp. brecciarum,Accepted,,
Dicotyledons,Polemoniaceae,Gilia capillaris,Synonym,Navarretia capillaris,
Dicotyledons,Polemoniaceae,Gilia capitata,Accepted,,
